name,skill_id,count,expectation,estimated_weight
Appeal+ [S]: Buddy,30000006,220,0.136139,2150.537634408602
Critical UP [L]: at 80% Remaining,30000303,188,0.116337,1837.7321603128055
Skill Rate+ [S],30000004,95,0.058787,928.6412512218964
Critical UP [S]: at 80% Remaining / All,30000324,83,0.051361,811.3391984359725
Voltage Gain [SP]: at Song Start,30000523,74,0.045792,723.3626588465298
Voltage UP [L]: on AC Success,30000150,73,0.045173,713.5874877810362
Voltage UP [S]: on AC Success / All,30000171,42,0.025990,410.55718475073314
Skill Rate+ [M]: Same Strategy,30000510,21,0.012995,205.27859237536657
Voltage Gain [MAX]: at Song Start,30000522,19,0.011757,185.7282502443793
Critical UP [M]: at 80% Remaining / Same School,30000354,19,0.011757,185.7282502443793
Critical UP [M]: at 80% Remaining / Type,30000374,18,0.011139,175.95307917888564
Critical UP [M]: at 80% Remaining / Buddy,30000314,15,0.009282,146.6275659824047
Critical+ [M]: Same Attribute,30000518,15,0.009282,146.6275659824047
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,14,0.008663,136.85239491691104
Appeal+ [S]: All,30000487,14,0.008663,136.85239491691104
Critical UP [M]: at 80% Remaining / Same Year,30000334,13,0.008045,127.07722385141741
Critical+ [S]: Type,30000032,12,0.007426,117.30205278592375
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,10,0.006188,97.75171065493646
Skill Rate+ [S]: Same Year,30000014,9,0.005569,87.97653958944282
Appeal+ [M]: Type,30000512,8,0.004950,78.20136852394917
Critical+ [S]: Same Year,30000012,8,0.004950,78.20136852394917
Appeal+ [S]: Same School,30000021,7,0.004332,68.42619745845552
Voltage UP [M]: on AC Success / Same Year,30000181,6,0.003713,58.651026392961874
Critical+ [M]: Buddy,30000483,6,0.003713,58.651026392961874
Voltage UP [M]: on AC Success / Type,30000221,6,0.003713,58.651026392961874
Voltage UP [M]: on AC Success / Buddy,30000161,5,0.003094,48.87585532746823
Skill Rate+ [S]: All,30000490,5,0.003094,48.87585532746823
Voltage UP [M]: on AC Success / Same Attribute,30000231,5,0.003094,48.87585532746823
Voltage UP [M]: on AC Success / Same School,30000201,5,0.003094,48.87585532746823
Critical+ [S]: Same Strategy,30000027,3,0.001856,29.325513196480937
Skill Rate+ [S]: Type,30000034,2,0.001238,19.550342130987293
Skill Rate+ [M]: Same Attribute,30000520,2,0.001238,19.550342130987293
Voltage UP [M]: on AC Success / Same Strategy,30000211,1,0.000619,9.775171065493646
