name,skill_id,count,expectation,estimated_weight
Critical UP [L]: at 30%,30000398,104,0.067054,1045.2261306532664
Voltage UP [L]: at 30%,30000396,102,0.065764,1025.1256281407036
Appeal+ [S]: Buddy,30000006,93,0.059961,934.6733668341708
SP Skill UP [S]: on AC Success,30000154,91,0.058672,914.5728643216081
Critical UP [L]: at 80% Remaining,30000303,84,0.054159,844.2211055276382
Appeal+ [S],30000001,79,0.050935,793.9698492462312
Voltage Gain [SP]: at Song Start,30000523,74,0.047711,743.7185929648241
Critical UP [S]: at 80% Remaining / All,30000324,45,0.029014,452.26130653266335
Voltage UP [S]: at 30% / All,30000417,39,0.025145,391.9597989949749
Critical UP [S]: at 30% / All,30000419,39,0.025145,391.9597989949749
Voltage Gain [MAX]: at Song Start,30000522,23,0.014829,231.15577889447238
Combo Count UP [S]: at 30%,30000390,11,0.007092,110.55276381909549
Voltage UP [M]: at 30% / Same Year,30000427,10,0.006447,100.50251256281408
Critical UP [M]: at 80% Remaining / Type,30000374,10,0.006447,100.50251256281408
Critical UP [M]: at 80% Remaining / Buddy,30000314,9,0.005803,90.45226130653266
Critical UP [M]: at 80% Remaining / Same Year,30000334,9,0.005803,90.45226130653266
Critical UP [M]: at 80% Remaining / Same School,30000354,9,0.005803,90.45226130653266
Critical+ [M]: Same Strategy,30000508,9,0.005803,90.45226130653266
Critical+ [S]: Type,30000032,8,0.005158,80.40201005025126
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,8,0.005158,80.40201005025126
Critical UP [M]: at 30% / Same School,30000449,8,0.005158,80.40201005025126
Critical UP [M]: at 30% / Buddy,30000409,8,0.005158,80.40201005025126
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,7,0.004513,70.35175879396985
Skill Rate+ [M]: Same Strategy,30000510,7,0.004513,70.35175879396985
Critical UP [M]: at 30% / Type,30000469,7,0.004513,70.35175879396985
Appeal+ [L],30000041,7,0.004513,70.35175879396985
Critical UP [M]: at 30% / Same Attribute,30000479,7,0.004513,70.35175879396985
Combo Count UP [S]: on AC Success,30000144,6,0.003868,60.30150753768844
Appeal+ [S]: All,30000487,6,0.003868,60.30150753768844
Appeal+ [M]: Same Attribute,30000517,5,0.003224,50.25125628140704
Voltage UP [M]: at 30% / Same School,30000447,5,0.003224,50.25125628140704
Combo Count UP [S]: at Song Start,30000236,5,0.003224,50.25125628140704
Skill Rate+ [S]: Same Strategy,30000029,5,0.003224,50.25125628140704
Appeal+ [S]: Type,30000031,5,0.003224,50.25125628140704
Combo Count UP [S]: at 80% Remaining,30000295,5,0.003224,50.25125628140704
Appeal+ [S]: Same Attribute,30000036,5,0.003224,50.25125628140704
Critical+ [S]: Same School,30000022,4,0.002579,40.20100502512563
Voltage UP [M]: at 30% / Same Attribute,30000477,4,0.002579,40.20100502512563
Voltage UP [M]: at 30% / Same Strategy,30000457,4,0.002579,40.20100502512563
Voltage UP [M]: at 30% / Type,30000467,4,0.002579,40.20100502512563
Appeal+ [M]: Buddy,30000482,4,0.002579,40.20100502512563
Critical+ [M]: Same Attribute,30000518,4,0.002579,40.20100502512563
Appeal+ [M]: Same Year,30000492,3,0.001934,30.15075376884422
Skill Rate+ [S]: Same Year,30000014,3,0.001934,30.15075376884422
Voltage UP [M]: at 30% / Buddy,30000407,3,0.001934,30.15075376884422
Appeal+ [M]: Same Strategy,30000507,2,0.001289,20.100502512562816
Critical UP [M]: at 30% / Same Strategy,30000459,2,0.001289,20.100502512562816
Critical UP [M]: at 30% / Same Year,30000429,1,0.000645,10.050251256281408
Appeal+ [S]: Same Strategy,30000026,1,0.000645,10.050251256281408
Appeal+ [M]: Same School,30000502,1,0.000645,10.050251256281408
Appeal+ [S]: Same Year,30000011,1,0.000645,10.050251256281408
