name,skill_id,count,expectation,estimated_weight
Critical UP [L]: on AC Success,30000152,108,0.063792,1022.7272727272727
SP Skill UP [S]: on AC Success,30000154,103,0.060839,975.3787878787879
Critical UP [L]: at 30%,30000398,101,0.059657,956.4393939393939
Skill Rate+ [S],30000004,97,0.057295,918.5606060606061
Skill Rate+ [S]: Buddy,30000009,95,0.056113,899.6212121212121
Voltage UP [L]: on AC Success,30000150,93,0.054932,880.6818181818182
Voltage Gain [SP]: at Song Start,30000523,78,0.046072,738.6363636363636
Critical UP [S]: at 30% / All,30000419,41,0.024217,388.25757575757575
Critical UP [S]: on AC Success / All,30000173,41,0.024217,388.25757575757575
Voltage UP [S]: on AC Success / All,30000171,40,0.023627,378.7878787878788
Voltage Gain [MAX]: at Song Start,30000522,19,0.011223,179.92424242424244
Skill Rate+ [S]: Type,30000034,10,0.005907,94.6969696969697
Combo Count UP [S]: on AC Success,30000144,9,0.005316,85.22727272727272
Voltage UP [M]: on AC Success / Same Attribute,30000231,9,0.005316,85.22727272727272
Critical+ [S]: Same Strategy,30000027,9,0.005316,85.22727272727272
Critical UP [M]: at 30% / Same Attribute,30000479,8,0.004725,75.75757575757576
Critical+ [M]: Same Strategy,30000508,8,0.004725,75.75757575757576
Stamina Recovery [S]: at 80% Remaining,30000293,8,0.004725,75.75757575757576
Critical UP [M]: at 30% / Type,30000469,8,0.004725,75.75757575757576
Critical UP [M]: on AC Success / Same Attribute,30000233,7,0.004135,66.2878787878788
Combo Count UP [S]: at 30%,30000390,7,0.004135,66.2878787878788
Skill Rate+ [M]: Same School,30000505,7,0.004135,66.2878787878788
Critical+ [M]: Buddy,30000483,7,0.004135,66.2878787878788
Appeal+ [M]: Buddy,30000482,7,0.004135,66.2878787878788
Combo Count UP [S]: at Song Start,30000236,7,0.004135,66.2878787878788
Skill Rate+ [M]: Type,30000515,7,0.004135,66.2878787878788
Voltage UP [M]: on AC Success / Same Strategy,30000211,7,0.004135,66.2878787878788
Appeal+ [M]: Type,30000512,6,0.003544,56.81818181818182
Voltage UP [M]: on AC Success / Same School,30000201,6,0.003544,56.81818181818182
Critical UP [M]: on AC Success / Same School,30000203,6,0.003544,56.81818181818182
Critical UP [M]: at 30% / Buddy,30000409,6,0.003544,56.81818181818182
Voltage UP [M]: on AC Success / Buddy,30000161,6,0.003544,56.81818181818182
Skill Rate+ [S]: Same Strategy,30000029,6,0.003544,56.81818181818182
Voltage UP [M]: on AC Success / Same Year,30000181,6,0.003544,56.81818181818182
Skill Rate+ [M]: Same Attribute,30000520,6,0.003544,56.81818181818182
Skill Rate+ [S]: Same Attribute,30000039,6,0.003544,56.81818181818182
Appeal+ [S]: Same School,30000021,5,0.002953,47.34848484848485
Skill Rate+ [M]: Same Year,30000495,5,0.002953,47.34848484848485
Critical+ [S]: Same Year,30000012,5,0.002953,47.34848484848485
Critical UP [M]: on AC Success / Same Year,30000183,4,0.002363,37.87878787878788
Critical UP [M]: at 30% / Same Strategy,30000459,4,0.002363,37.87878787878788
Critical+ [S]: Same School,30000022,4,0.002363,37.87878787878788
Voltage UP [M]: on AC Success / Type,30000221,4,0.002363,37.87878787878788
Critical UP [M]: at 30% / Same School,30000449,4,0.002363,37.87878787878788
Critical UP [M]: on AC Success / Same Strategy,30000213,4,0.002363,37.87878787878788
Skill Rate+ [S]: Same School,30000024,3,0.001772,28.40909090909091
Skill Rate+ [L],30000044,3,0.001772,28.40909090909091
Stamina Recovery [S]: at 30%,30000388,3,0.001772,28.40909090909091
Critical UP [M]: at 30% / Same Year,30000429,3,0.001772,28.40909090909091
Critical UP [M]: on AC Success / Type,30000223,3,0.001772,28.40909090909091
Skill Rate+ [S]: All,30000490,2,0.001181,18.93939393939394
Combo Count UP [S]: at 80% Remaining,30000295,2,0.001181,18.93939393939394
Skill Rate+ [M]: Buddy,30000485,1,0.000591,9.46969696969697
Critical UP [M]: on AC Success / Buddy,30000163,1,0.000591,9.46969696969697
Stamina Recovery [S]: on AC Success,30000142,1,0.000591,9.46969696969697
