name,skill_id,count,expectation,estimated_weight
Voltage UP [L]: at 30%,30000396,210,0.126126,1495.7264957264956
Voltage Gain [S]: at Song Start,30000526,179,0.107508,1274.9287749287748
Appeal+ [S],30000001,176,0.105706,1253.5612535612536
Skill Rate+ [S]: Buddy,30000009,118,0.070871,840.4558404558404
Critical UP [L]: on AC Success,30000152,101,0.060661,719.3732193732194
Voltage UP [S]: at 30% / All,30000417,82,0.049249,584.0455840455841
Voltage Gain [SP]: at Song Start,30000523,81,0.048649,576.9230769230769
Voltage UP [L]: at Song Start,30000238,64,0.038438,455.8404558404559
Critical UP [S]: on AC Success / All,30000173,41,0.024625,292.02279202279203
Voltage UP [S]: at Song Start / All,30000251,31,0.018619,220.79772079772079
Voltage Gain [MAX]: at Song Start,30000522,30,0.018018,213.67521367521368
Appeal+ [M]: Same Attribute,30000517,17,0.010210,121.08262108262107
Voltage UP [M]: at 30% / Type,30000467,16,0.009610,113.96011396011397
Voltage UP [M]: at Song Start / Type,30000281,14,0.008408,99.71509971509971
Voltage UP [M]: at 30% / Buddy,30000407,13,0.007808,92.59259259259258
Voltage UP [M]: at 30% / Same Attribute,30000477,13,0.007808,92.59259259259258
Appeal+ [M]: Same Strategy,30000507,13,0.007808,92.59259259259258
Voltage UP [M]: at 30% / Same Year,30000427,12,0.007207,85.47008547008548
Voltage UP [M]: at 30% / Same School,30000447,12,0.007207,85.47008547008548
Appeal+ [S]: Same Strategy,30000026,11,0.006607,78.34757834757835
Voltage UP [M]: at Song Start / Same School,30000269,10,0.006006,71.22507122507123
Appeal+ [S]: Type,30000031,9,0.005405,64.1025641025641
Appeal+ [M]: Same Year,30000492,9,0.005405,64.1025641025641
Voltage UP [M]: at Song Start / Same Attribute,30000287,9,0.005405,64.1025641025641
Appeal+ [S]: Same Attribute,30000036,8,0.004805,56.980056980056986
Critical UP [M]: on AC Success / Same Attribute,30000233,8,0.004805,56.980056980056986
Appeal+ [S]: Same Year,30000011,7,0.004204,49.857549857549856
Stamina Recovery [S]: on AC Success,30000142,7,0.004204,49.857549857549856
Skill Rate+ [M]: Same Year,30000495,7,0.004204,49.857549857549856
Voltage UP [M]: at Song Start / Same Year,30000257,7,0.004204,49.857549857549856
Skill Rate+ [L],30000044,7,0.004204,49.857549857549856
Stamina Recovery [S]: at 30%,30000388,6,0.003604,42.73504273504274
Voltage UP [M]: at Song Start / Buddy,30000245,6,0.003604,42.73504273504274
Critical UP [M]: on AC Success / Same Strategy,30000213,6,0.003604,42.73504273504274
Critical UP [M]: on AC Success / Buddy,30000163,6,0.003604,42.73504273504274
Critical UP [M]: on AC Success / Same Year,30000183,6,0.003604,42.73504273504274
Voltage UP [M]: at Song Start / Same Strategy,30000275,6,0.003604,42.73504273504274
Appeal+ [M]: Same School,30000502,6,0.003604,42.73504273504274
Skill Rate+ [M]: Type,30000515,6,0.003604,42.73504273504274
Appeal+ [L],30000041,5,0.003003,35.612535612535616
Voltage UP [M]: at 30% / Same Strategy,30000457,5,0.003003,35.612535612535616
Skill Rate+ [S]: Same Attribute,30000039,5,0.003003,35.612535612535616
Critical UP [M]: on AC Success / Type,30000223,5,0.003003,35.612535612535616
Skill Rate+ [M]: Buddy,30000485,4,0.002402,28.490028490028493
Skill Rate+ [M]: Same School,30000505,4,0.002402,28.490028490028493
Critical UP [M]: on AC Success / Same School,30000203,3,0.001802,21.36752136752137
Skill Rate+ [S]: Same School,30000024,3,0.001802,21.36752136752137
