name,skill_id,count,expectation,estimated_weight
SP Skill UP [S]: on AC Success,30000154,134,0.073870,1163.1944444444446
Appeal UP [L]: at 80% Remaining,30000300,122,0.067255,1059.0277777777778
SP Skill UP [S]: at 80% Remaining,30000305,111,0.061191,963.5416666666667
Critical UP [L]: at 30%,30000398,95,0.052370,824.6527777777777
Appeal UP [L]: at 30%,30000395,82,0.045204,711.8055555555555
Voltage Gain [SP]: at Song Start,30000523,76,0.041896,659.7222222222223
Appeal UP [L]: on AC Success,30000149,70,0.038589,607.6388888888889
SP Skill UP [S]: at 30%,30000400,61,0.033627,529.5138888888889
Appeal UP [S]: at 80% Remaining / All,30000321,53,0.029217,460.06944444444446
Critical UP [S]: at 30% / All,30000419,36,0.019846,312.5
Voltage Gain [MAX]: at Song Start,30000522,31,0.017089,269.09722222222223
Appeal UP [S]: at 30% / All,30000416,21,0.011577,182.29166666666669
Appeal UP [S]: on AC Success / All,30000170,21,0.011577,182.29166666666669
Voltage Gain [S]: on AC Success,30000141,16,0.008820,138.88888888888889
Voltage Gain [S]: at 30%,30000387,11,0.006064,95.48611111111111
Skill Rate+ [S]: Same Strategy,30000029,9,0.004961,78.125
Appeal UP [M]: on AC Success / Buddy,30000160,9,0.004961,78.125
Appeal UP [M]: at 30% / Same Year,30000426,9,0.004961,78.125
Appeal UP [M]: on AC Success / Same Strategy,30000210,9,0.004961,78.125
Appeal UP [M]: at 30% / Same Strategy,30000456,9,0.004961,78.125
Appeal UP [M]: on AC Success / Same Year,30000180,9,0.004961,78.125
Appeal UP [M]: at 30% / Same Attribute,30000476,8,0.004410,69.44444444444444
Critical UP [M]: at 30% / Same Strategy,30000459,8,0.004410,69.44444444444444
Combo Count UP [S]: on AC Success,30000144,8,0.004410,69.44444444444444
Appeal UP [M]: at 80% Remaining / Type,30000371,8,0.004410,69.44444444444444
Appeal UP [M]: at 80% Remaining / Same School,30000351,8,0.004410,69.44444444444444
Appeal UP [M]: at 30% / Same School,30000446,8,0.004410,69.44444444444444
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,7,0.003859,60.76388888888889
Critical UP [M]: at 30% / Buddy,30000409,7,0.003859,60.76388888888889
Voltage Gain [S]: at 80% Remaining,30000292,7,0.003859,60.76388888888889
Appeal UP [M]: at 80% Remaining / Same Year,30000331,7,0.003859,60.76388888888889
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,7,0.003859,60.76388888888889
Appeal UP [M]: on AC Success / Same Attribute,30000230,7,0.003859,60.76388888888889
Appeal UP [M]: at 80% Remaining / Buddy,30000311,6,0.003308,52.08333333333333
Combo Count UP [S]: at Song Start,30000236,6,0.003308,52.08333333333333
Critical+ [M]: Same Strategy,30000508,6,0.003308,52.08333333333333
Appeal UP [M]: at 30% / Type,30000466,5,0.002756,43.40277777777778
Combo Count UP [S]: at 30%,30000390,5,0.002756,43.40277777777778
Appeal UP [M]: on AC Success / Type,30000220,5,0.002756,43.40277777777778
Appeal UP [M]: on AC Success / Same School,30000200,5,0.002756,43.40277777777778
Critical UP [M]: at 30% / Type,30000469,5,0.002756,43.40277777777778
Critical UP [M]: at 30% / Same School,30000449,5,0.002756,43.40277777777778
Appeal+ [M]: Buddy,30000482,5,0.002756,43.40277777777778
Critical UP [M]: at 30% / Same Attribute,30000479,4,0.002205,34.72222222222222
Critical+ [S]: Same School,30000022,4,0.002205,34.72222222222222
Appeal UP [M]: at 30% / Buddy,30000406,3,0.001654,26.041666666666664
Critical UP [M]: at 30% / Same Year,30000429,2,0.001103,17.36111111111111
Combo Count UP [S]: at 80% Remaining,30000295,2,0.001103,17.36111111111111
