name,skill_id,count,expectation,estimated_weight
Critical UP [L]: at 30%,30000398,181,0.119472,1451.4835605453088
Voltage Gain [S]: at Song Start,30000526,173,0.114191,1387.3295910184445
SP Skill UP [S]: on AC Success,30000154,170,0.112211,1363.27185244587
Critical UP [L]: at 80% Remaining,30000303,83,0.054785,665.597433841219
Critical UP [S]: at 30% / All,30000419,78,0.051485,625.5012028869286
Appeal+ [S]: Buddy,30000006,78,0.051485,625.5012028869286
Voltage Gain [SP]: at Song Start,30000523,77,0.050825,617.4819566960706
SP Skill UP [S]: at Song Start,30000242,61,0.040264,489.1740176423416
Voltage Gain [MAX]: at Song Start,30000522,47,0.031023,376.9045709703288
Voltage Gain [L]: at Song Start,30000524,30,0.019802,240.57738572574178
Critical UP [S]: at 80% Remaining / All,30000324,27,0.017822,216.5196471531676
Critical UP [M]: at 30% / Type,30000469,19,0.012541,152.36567762630312
Combo Count UP [S]: on AC Success,30000144,17,0.011221,136.327185244587
Critical UP [M]: at 30% / Same Attribute,30000479,16,0.010561,128.30793905372894
Critical UP [M]: at 30% / Same Year,30000429,16,0.010561,128.30793905372894
Appeal+ [M]: Buddy,30000482,16,0.010561,128.30793905372894
Combo Count UP [S]: at 80% Remaining,30000295,14,0.009241,112.26944667201283
Critical+ [S]: Same School,30000022,13,0.008581,104.25020048115476
Combo Count UP [S]: at 30%,30000390,13,0.008581,104.25020048115476
Critical UP [M]: at 30% / Same School,30000449,12,0.007921,96.23095429029671
Skill Rate+ [S]: Same Strategy,30000029,10,0.006601,80.1924619085806
Critical UP [M]: at 80% Remaining / Buddy,30000314,9,0.005941,72.17321571772253
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,8,0.005281,64.15396952686447
Critical UP [M]: at 30% / Same Strategy,30000459,8,0.005281,64.15396952686447
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,8,0.005281,64.15396952686447
Critical+ [M]: Same Strategy,30000508,8,0.005281,64.15396952686447
Critical+ [S]: Type,30000032,7,0.004620,56.13472333600642
Critical UP [M]: at 80% Remaining / Same Year,30000334,7,0.004620,56.13472333600642
Critical UP [M]: at 30% / Buddy,30000409,6,0.003960,48.115477145148354
Combo Count UP [S]: at Song Start,30000236,6,0.003960,48.115477145148354
Skill Rate+ [M]: Same Strategy,30000510,6,0.003960,48.115477145148354
Appeal+ [S]: All,30000487,6,0.003960,48.115477145148354
Critical+ [M]: Same Attribute,30000518,5,0.003300,40.0962309542903
Critical UP [M]: at 80% Remaining / Same School,30000354,5,0.003300,40.0962309542903
Skill Rate+ [S]: Same Year,30000014,4,0.002640,32.076984763432236
Critical UP [M]: at 80% Remaining / Type,30000374,3,0.001980,24.057738572574177
