name,skill_id,count,expectation,estimated_weight
SP Skill UP [S]: at 30%,30000400,123,0.080868,1296.1011591148576
Appeal UP [L]: on AC Success,30000149,117,0.076923,1232.876712328767
Appeal UP [L]: at 30%,30000395,112,0.073636,1180.1896733403582
Skill Rate+ [S],30000004,102,0.067061,1074.8155953635405
Voltage UP [L]: on AC Success,30000150,79,0.051940,832.4552160168598
Voltage Gain [SP]: at Song Start,30000523,67,0.044050,706.0063224446786
Voltage UP [S]: on AC Success / All,30000171,39,0.025641,410.958904109589
Appeal UP [S]: on AC Success / All,30000170,35,0.023011,368.80927291886195
Voltage Gain [MAX]: at Song Start,30000522,30,0.019724,316.12223393045315
Appeal UP [S]: at 30% / All,30000416,26,0.017094,273.972602739726
Appeal UP [M]: at 30% / Same Strategy,30000456,19,0.012492,200.2107481559536
Appeal UP [M]: at 30% / Same Attribute,30000476,16,0.010519,168.5985247629083
Appeal UP [M]: on AC Success / Same School,30000200,14,0.009204,147.52370916754478
Appeal UP [M]: at 30% / Same School,30000446,14,0.009204,147.52370916754478
Appeal UP [M]: at 30% / Buddy,30000406,14,0.009204,147.52370916754478
Appeal UP [M]: on AC Success / Same Strategy,30000210,13,0.008547,136.986301369863
Critical+ [M]: Buddy,30000483,10,0.006575,105.3740779768177
Appeal UP [M]: on AC Success / Buddy,30000160,10,0.006575,105.3740779768177
Appeal UP [M]: on AC Success / Same Attribute,30000230,10,0.006575,105.3740779768177
Appeal UP [M]: at 30% / Same Year,30000426,10,0.006575,105.3740779768177
Voltage UP [M]: on AC Success / Same Strategy,30000211,9,0.005917,94.83667017913594
Appeal UP [M]: on AC Success / Same Year,30000180,9,0.005917,94.83667017913594
Voltage UP [M]: on AC Success / Buddy,30000161,9,0.005917,94.83667017913594
Voltage UP [M]: on AC Success / Same School,30000201,7,0.004602,73.76185458377239
Appeal+ [M]: Type,30000512,7,0.004602,73.76185458377239
Voltage UP [M]: on AC Success / Same Attribute,30000231,7,0.004602,73.76185458377239
Appeal UP [M]: on AC Success / Type,30000220,7,0.004602,73.76185458377239
Skill Rate+ [M]: Same Attribute,30000520,6,0.003945,63.224446786090624
Appeal UP [M]: at 30% / Type,30000466,6,0.003945,63.224446786090624
Skill Rate+ [S]: Type,30000034,5,0.003287,52.68703898840885
Critical+ [S]: Same Year,30000012,4,0.002630,42.14963119072708
Voltage UP [M]: on AC Success / Type,30000221,4,0.002630,42.14963119072708
Voltage UP [M]: on AC Success / Same Year,30000181,4,0.002630,42.14963119072708
Skill Rate+ [S]: All,30000490,3,0.001972,31.612223393045312
Appeal+ [S]: Same School,30000021,2,0.001315,21.07481559536354
