name,skill_id,count,expectation,estimated_weight
Appeal+ [S],30000001,108,0.068441,1074.6268656716418
Voltage UP [L]: at 30%,30000396,106,0.067174,1054.726368159204
Voltage UP [L]: on AC Success,30000150,96,0.060837,955.223880597015
Appeal UP [L]: at 80% Remaining,30000300,89,0.056401,885.5721393034826
SP Skill UP [S]: at 80% Remaining,30000305,87,0.055133,865.6716417910449
Skill Rate+ [S],30000004,81,0.051331,805.9701492537314
Voltage Gain [SP]: at Song Start,30000523,59,0.037389,587.0646766169154
Voltage UP [S]: on AC Success / All,30000171,47,0.029785,467.66169154228857
Appeal UP [S]: at 80% Remaining / All,30000321,43,0.027250,427.860696517413
Voltage UP [S]: at 30% / All,30000417,39,0.024715,388.0597014925373
Voltage Gain [MAX]: at Song Start,30000522,26,0.016477,258.70646766169153
Voltage Gain [S]: on AC Success,30000141,12,0.007605,119.40298507462687
Voltage Gain [S]: at 80% Remaining,30000292,10,0.006337,99.50248756218905
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,10,0.006337,99.50248756218905
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,9,0.005703,89.55223880597015
Voltage UP [M]: at 30% / Same Year,30000427,8,0.005070,79.60199004975124
Appeal UP [M]: at 80% Remaining / Same School,30000351,8,0.005070,79.60199004975124
Appeal+ [S]: Type,30000031,8,0.005070,79.60199004975124
Appeal+ [M]: Same Strategy,30000507,7,0.004436,69.65174129353234
Voltage UP [M]: at 30% / Same School,30000447,7,0.004436,69.65174129353234
Skill Rate+ [S]: All,30000490,7,0.004436,69.65174129353234
Voltage UP [M]: on AC Success / Same Strategy,30000211,7,0.004436,69.65174129353234
Appeal UP [M]: at 80% Remaining / Type,30000371,7,0.004436,69.65174129353234
Voltage Gain [S]: at 30%,30000387,7,0.004436,69.65174129353234
Appeal UP [M]: at 80% Remaining / Same Year,30000331,7,0.004436,69.65174129353234
Appeal+ [S]: Same Attribute,30000036,6,0.003802,59.701492537313435
Appeal UP [M]: at 80% Remaining / Buddy,30000311,6,0.003802,59.701492537313435
Appeal+ [S]: Same Strategy,30000026,6,0.003802,59.701492537313435
Voltage UP [M]: at 30% / Same Attribute,30000477,6,0.003802,59.701492537313435
Appeal+ [M]: Type,30000512,6,0.003802,59.701492537313435
Voltage UP [M]: on AC Success / Same Attribute,30000231,6,0.003802,59.701492537313435
Appeal+ [L],30000041,5,0.003169,49.75124378109452
Voltage UP [M]: at 30% / Same Strategy,30000457,5,0.003169,49.75124378109452
Voltage UP [M]: on AC Success / Type,30000221,5,0.003169,49.75124378109452
Critical+ [S]: Same Year,30000012,5,0.003169,49.75124378109452
Appeal+ [M]: Same Attribute,30000517,5,0.003169,49.75124378109452
Critical+ [M]: Buddy,30000483,5,0.003169,49.75124378109452
Appeal+ [S]: Same School,30000021,5,0.003169,49.75124378109452
Appeal+ [M]: Same School,30000502,5,0.003169,49.75124378109452
Voltage UP [M]: on AC Success / Same Year,30000181,4,0.002535,39.80099502487562
Critical+ [S]: Same Strategy,30000027,4,0.002535,39.80099502487562
Skill Rate+ [S]: Type,30000034,4,0.002535,39.80099502487562
Appeal+ [M]: Same Year,30000492,4,0.002535,39.80099502487562
Skill Rate+ [M]: Same Attribute,30000520,4,0.002535,39.80099502487562
Appeal+ [S]: Same Year,30000011,4,0.002535,39.80099502487562
Voltage UP [M]: at 30% / Buddy,30000407,3,0.001901,29.850746268656717
Voltage UP [M]: at 30% / Type,30000467,3,0.001901,29.850746268656717
Voltage UP [M]: on AC Success / Same School,30000201,2,0.001267,19.90049751243781
Voltage UP [M]: on AC Success / Buddy,30000161,2,0.001267,19.90049751243781
