name,skill_id,count,expectation,estimated_weight
Critical UP [L]: at 30%,30000398,184,0.120498,1942.9778247096094
SP Skill UP [S]: on AC Success,30000154,167,0.109365,1763.4635691657866
Critical UP [S]: at 30% / All,30000419,70,0.045842,739.1763463569166
SP Skill UP [S]: at 30%,30000400,70,0.045842,739.1763463569166
Voltage Gain [SP]: at Song Start,30000523,62,0.040602,654.6990496304119
Appeal UP [L]: at 30%,30000395,57,0.037328,601.9007391763464
Appeal UP [L]: on AC Success,30000149,49,0.032089,517.4234424498416
Appeal UP [S]: at 30% / All,30000416,24,0.015717,253.43189017951428
Appeal UP [S]: on AC Success / All,30000170,22,0.014407,232.31256599788807
Voltage Gain [MAX]: at Song Start,30000522,21,0.013752,221.75290390707497
Critical+ [S]: Same School,30000022,15,0.009823,158.3949313621964
Combo Count UP [S]: at 30%,30000390,14,0.009168,147.8352692713833
Critical UP [M]: at 30% / Same Strategy,30000459,12,0.007859,126.71594508975714
Combo Count UP [S]: at 80% Remaining,30000295,12,0.007859,126.71594508975714
Critical UP [M]: at 30% / Buddy,30000409,11,0.007204,116.15628299894404
Critical UP [M]: at 30% / Same School,30000449,11,0.007204,116.15628299894404
Skill Rate+ [S]: Same Strategy,30000029,10,0.006549,105.59662090813094
Appeal UP [M]: at 30% / Same Year,30000426,10,0.006549,105.59662090813094
Critical UP [M]: at 30% / Type,30000469,9,0.005894,95.03695881731784
Critical UP [M]: at 30% / Same Year,30000429,9,0.005894,95.03695881731784
Appeal UP [M]: at 30% / Buddy,30000406,9,0.005894,95.03695881731784
Combo Count UP [S]: on AC Success,30000144,9,0.005894,95.03695881731784
Appeal UP [M]: on AC Success / Type,30000220,8,0.005239,84.47729672650475
Appeal UP [M]: on AC Success / Same Strategy,30000210,8,0.005239,84.47729672650475
Appeal UP [M]: at 30% / Same Attribute,30000476,8,0.005239,84.47729672650475
Appeal UP [M]: at 30% / Type,30000466,8,0.005239,84.47729672650475
Appeal UP [M]: on AC Success / Same School,30000200,7,0.004584,73.91763463569166
Critical UP [M]: at 30% / Same Attribute,30000479,7,0.004584,73.91763463569166
Appeal UP [M]: at 30% / Same School,30000446,7,0.004584,73.91763463569166
Appeal UP [M]: on AC Success / Same Attribute,30000230,6,0.003929,63.35797254487857
Combo Count UP [S]: at Song Start,30000236,6,0.003929,63.35797254487857
Appeal UP [M]: on AC Success / Same Year,30000180,5,0.003274,52.79831045406547
Appeal+ [M]: Buddy,30000482,5,0.003274,52.79831045406547
Critical+ [M]: Same Strategy,30000508,5,0.003274,52.79831045406547
Appeal UP [M]: at 30% / Same Strategy,30000456,5,0.003274,52.79831045406547
Appeal UP [M]: on AC Success / Buddy,30000160,5,0.003274,52.79831045406547
