name,skill_id,count,expectation,estimated_weight
Skill Rate+ [S]: Buddy,30000009,104,0.063843,1030.7234886025767
SP Skill UP [S]: on AC Success,30000154,103,0.063229,1020.8126858275521
Voltage UP [L]: at 30%,30000396,102,0.062615,1010.9018830525272
Critical UP [L]: on AC Success,30000152,93,0.057090,921.7046580773043
Critical UP [L]: at 30%,30000398,90,0.055249,891.9722497522299
Appeal+ [S],30000001,85,0.052179,842.4182358771061
Voltage Gain [SP]: at Song Start,30000523,70,0.042971,693.7561942517344
Critical UP [S]: on AC Success / All,30000173,46,0.028238,455.8969276511397
Voltage UP [S]: at 30% / All,30000417,38,0.023327,376.6105054509415
Critical UP [S]: at 30% / All,30000419,35,0.021486,346.8780971258672
Voltage Gain [MAX]: at Song Start,30000522,25,0.015347,247.7700693756194
Skill Rate+ [S]: Same Strategy,30000029,18,0.011050,178.394449950446
Appeal+ [S]: Same Year,30000011,9,0.005525,89.197224975223
Appeal+ [M]: Same School,30000502,9,0.005525,89.197224975223
Critical+ [S]: Same School,30000022,9,0.005525,89.197224975223
Appeal+ [S]: Same Attribute,30000036,8,0.004911,79.28642220019822
Critical UP [M]: at 30% / Same School,30000449,8,0.004911,79.28642220019822
Critical UP [M]: on AC Success / Same Strategy,30000213,8,0.004911,79.28642220019822
Critical+ [M]: Same Strategy,30000508,7,0.004297,69.37561942517344
Critical UP [M]: at 30% / Same Strategy,30000459,7,0.004297,69.37561942517344
Skill Rate+ [S]: Same Attribute,30000039,6,0.003683,59.46481665014866
Voltage UP [M]: at 30% / Type,30000467,6,0.003683,59.46481665014866
Critical UP [M]: at 30% / Same Attribute,30000479,6,0.003683,59.46481665014866
Stamina Recovery [S]: on AC Success,30000142,6,0.003683,59.46481665014866
Critical UP [M]: at 30% / Buddy,30000409,6,0.003683,59.46481665014866
Appeal+ [S]: Same Strategy,30000026,5,0.003069,49.554013875123886
Critical UP [M]: on AC Success / Type,30000223,5,0.003069,49.554013875123886
Critical UP [M]: on AC Success / Buddy,30000163,5,0.003069,49.554013875123886
Skill Rate+ [M]: Same Year,30000495,5,0.003069,49.554013875123886
Combo Count UP [S]: at 80% Remaining,30000295,5,0.003069,49.554013875123886
Critical UP [M]: at 30% / Same Year,30000429,5,0.003069,49.554013875123886
Combo Count UP [S]: at 30%,30000390,4,0.002455,39.64321110009911
Stamina Recovery [S]: at 30%,30000388,4,0.002455,39.64321110009911
Skill Rate+ [L],30000044,4,0.002455,39.64321110009911
Skill Rate+ [M]: Type,30000515,4,0.002455,39.64321110009911
Appeal+ [M]: Buddy,30000482,4,0.002455,39.64321110009911
Voltage UP [M]: at 30% / Same School,30000447,4,0.002455,39.64321110009911
Appeal+ [M]: Same Attribute,30000517,4,0.002455,39.64321110009911
Critical UP [M]: at 30% / Type,30000469,4,0.002455,39.64321110009911
Voltage UP [M]: at 30% / Buddy,30000407,3,0.001842,29.73240832507433
Appeal+ [L],30000041,3,0.001842,29.73240832507433
Skill Rate+ [M]: Buddy,30000485,3,0.001842,29.73240832507433
Voltage UP [M]: at 30% / Same Attribute,30000477,3,0.001842,29.73240832507433
Combo Count UP [S]: on AC Success,30000144,3,0.001842,29.73240832507433
Voltage UP [M]: at 30% / Same Strategy,30000457,3,0.001842,29.73240832507433
Critical UP [M]: on AC Success / Same School,30000203,3,0.001842,29.73240832507433
Voltage UP [M]: at 30% / Same Year,30000427,3,0.001842,29.73240832507433
Stamina Recovery [S]: at 80% Remaining,30000293,3,0.001842,29.73240832507433
Skill Rate+ [S]: Same School,30000024,3,0.001842,29.73240832507433
Appeal+ [S]: Type,30000031,2,0.001228,19.821605550049554
Combo Count UP [S]: at Song Start,30000236,2,0.001228,19.821605550049554
Critical UP [M]: on AC Success / Same Year,30000183,2,0.001228,19.821605550049554
Critical UP [M]: on AC Success / Same Attribute,30000233,2,0.001228,19.821605550049554
Appeal+ [M]: Same Strategy,30000507,2,0.001228,19.821605550049554
Skill Rate+ [M]: Same School,30000505,2,0.001228,19.821605550049554
Appeal+ [M]: Same Year,30000492,1,0.000614,9.910802775024777
