name,skill_id,count,expectation,estimated_weight
Skill Rate+ [S],30000004,200,0.128287,1921.2295869356387
Voltage UP [L]: on AC Success,30000150,176,0.112893,1690.682036503362
Appeal+ [S],30000001,115,0.073765,1104.7070124879924
Voltage UP [L]: at 30%,30000396,102,0.065427,979.8270893371757
Voltage UP [S]: on AC Success / All,30000171,90,0.057729,864.5533141210375
Voltage Gain [SP]: at Song Start,30000523,66,0.042335,634.0057636887608
Voltage UP [S]: at 30% / All,30000417,29,0.018602,278.57829010566763
Voltage Gain [MAX]: at Song Start,30000522,25,0.016036,240.15369836695484
Appeal+ [M]: Type,30000512,15,0.009622,144.0922190201729
Voltage UP [M]: on AC Success / Same Strategy,30000211,15,0.009622,144.0922190201729
Voltage UP [M]: on AC Success / Same Year,30000181,14,0.008980,134.4860710854947
Critical+ [S]: Same Strategy,30000027,13,0.008339,124.87992315081651
Voltage UP [M]: on AC Success / Same Attribute,30000231,13,0.008339,124.87992315081651
Appeal+ [S]: Same School,30000021,11,0.007056,105.66762728146013
Voltage UP [M]: at 30% / Same Strategy,30000457,11,0.007056,105.66762728146013
Voltage UP [M]: on AC Success / Type,30000221,10,0.006414,96.06147934678195
Critical+ [S]: Same Year,30000012,10,0.006414,96.06147934678195
Critical+ [M]: Buddy,30000483,9,0.005773,86.45533141210376
Appeal+ [S]: Type,30000031,9,0.005773,86.45533141210376
Appeal+ [L],30000041,8,0.005131,76.84918347742556
Appeal+ [M]: Same Attribute,30000517,8,0.005131,76.84918347742556
Skill Rate+ [M]: Same Attribute,30000520,8,0.005131,76.84918347742556
Skill Rate+ [S]: Type,30000034,7,0.004490,67.24303554274735
Skill Rate+ [S]: All,30000490,7,0.004490,67.24303554274735
Voltage UP [M]: on AC Success / Buddy,30000161,7,0.004490,67.24303554274735
Appeal+ [M]: Same Year,30000492,7,0.004490,67.24303554274735
Voltage UP [M]: at 30% / Buddy,30000407,6,0.003849,57.63688760806916
Appeal+ [S]: Same Strategy,30000026,6,0.003849,57.63688760806916
Voltage UP [M]: at 30% / Same Attribute,30000477,6,0.003849,57.63688760806916
Appeal+ [S]: Same Year,30000011,6,0.003849,57.63688760806916
Appeal+ [S]: Same Attribute,30000036,6,0.003849,57.63688760806916
Voltage UP [M]: on AC Success / Same School,30000201,6,0.003849,57.63688760806916
Appeal+ [M]: Same Strategy,30000507,6,0.003849,57.63688760806916
Voltage UP [M]: at 30% / Type,30000467,5,0.003207,48.030739673390975
Voltage UP [M]: at 30% / Same School,30000447,4,0.002566,38.42459173871278
Voltage UP [M]: at 30% / Same Year,30000427,3,0.001924,28.81844380403458
Appeal+ [M]: Same School,30000502,2,0.001283,19.21229586935639
