name,skill_id,count,expectation,estimated_weight
Voltage Gain [S]: at Song Start,30000526,189,0.122807,1454.9653579676674
Critical UP [L]: at 80% Remaining,30000303,174,0.113060,1339.4919168591223
Appeal+ [S]: Buddy,30000006,170,0.110461,1308.698999230177
Critical UP [S]: at 80% Remaining / All,30000324,79,0.051332,608.1601231716705
Voltage Gain [SP]: at Song Start,30000523,77,0.050032,592.7636643571979
Voltage UP [L]: at 80% Remaining,30000301,72,0.046784,554.2725173210162
Voltage Gain [M]: at Song Start,30000525,72,0.046784,554.2725173210162
Critical+ [S],30000002,59,0.038337,454.1955350269438
Critical+ [S]: Buddy,30000007,58,0.037687,446.49730561970745
Voltage Gain [L]: at Song Start,30000524,37,0.024042,284.8344880677444
Voltage UP [S]: at 80% Remaining / All,30000322,36,0.023392,277.1362586605081
Voltage Gain [MAX]: at Song Start,30000522,21,0.013645,161.66281755196306
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,21,0.013645,161.66281755196306
Critical UP [M]: at 80% Remaining / Same School,30000354,18,0.011696,138.56812933025404
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,17,0.011046,130.8698999230177
Critical UP [M]: at 80% Remaining / Buddy,30000314,17,0.011046,130.8698999230177
Skill Rate+ [M]: Same Strategy,30000510,16,0.010396,123.17167051578136
Skill Rate+ [S]: Same Year,30000014,14,0.009097,107.77521170130869
Appeal+ [S]: All,30000487,14,0.009097,107.77521170130869
Critical+ [M]: Same Attribute,30000518,13,0.008447,100.07698229407237
Critical UP [M]: at 80% Remaining / Type,30000374,13,0.008447,100.07698229407237
Shield Gain [S]: on AC Success,30000143,12,0.007797,92.37875288683603
Critical+ [S]: Type,30000032,10,0.006498,76.98229407236336
Critical UP [M]: at 80% Remaining / Same Year,30000334,10,0.006498,76.98229407236336
Type Effect+ [M],30000045,9,0.005848,69.28406466512702
Critical+ [L],30000042,9,0.005848,69.28406466512702
Critical+ [M]: Type,30000513,6,0.003899,46.18937644341801
Shield Gain [S]: at 30%,30000389,6,0.003899,46.18937644341801
Voltage UP [M]: at 80% Remaining / Same Year,30000332,6,0.003899,46.18937644341801
Voltage UP [M]: at 80% Remaining / Same Attribute,30000382,6,0.003899,46.18937644341801
Critical+ [S]: All,30000488,6,0.003899,46.18937644341801
Shield Gain [S]: at 80% Remaining,30000294,5,0.003249,38.49114703618168
Critical+ [M]: Same Year,30000493,5,0.003249,38.49114703618168
Critical+ [M]: Same School,30000503,5,0.003249,38.49114703618168
Voltage UP [M]: at 80% Remaining / Same Strategy,30000362,5,0.003249,38.49114703618168
Critical+ [S]: Same Attribute,30000037,5,0.003249,38.49114703618168
Voltage UP [M]: at 80% Remaining / Buddy,30000312,4,0.002599,30.79291762894534
Voltage UP [M]: at 80% Remaining / Same School,30000352,3,0.001949,23.094688221709006
