name,skill_id,count,expectation,estimated_weight
SP Skill UP [S]: on AC Success,30000154,112,0.068127,1108.9108910891089
Critical UP [L]: at 30%,30000398,89,0.054136,881.1881188118812
Critical+ [S]: Buddy,30000007,75,0.045620,742.5742574257425
Critical+ [S],30000002,68,0.041363,673.2673267326733
Appeal UP [L]: on AC Success,30000149,68,0.041363,673.2673267326733
Appeal UP [L]: at 30%,30000395,65,0.039538,643.5643564356436
Voltage UP [L]: at 80% Remaining,30000301,64,0.038929,633.6633663366337
Voltage Gain [SP]: at Song Start,30000523,60,0.036496,594.059405940594
SP Skill UP [S]: at 30%,30000400,44,0.026764,435.6435643564356
Voltage UP [S]: at 80% Remaining / All,30000322,43,0.026156,425.74257425742576
Critical UP [S]: at 30% / All,30000419,33,0.020073,326.73267326732673
Appeal UP [S]: on AC Success / All,30000170,23,0.013990,227.7227722772277
Appeal UP [S]: at 30% / All,30000416,20,0.012165,198.01980198019803
Voltage Gain [MAX]: at Song Start,30000522,15,0.009124,148.5148514851485
Critical UP [M]: at 30% / Same Year,30000429,13,0.007908,128.7128712871287
Voltage UP [M]: at 80% Remaining / Type,30000372,12,0.007299,118.81188118811882
Critical UP [M]: at 30% / Same Strategy,30000459,11,0.006691,108.9108910891089
Appeal UP [M]: at 30% / Same Strategy,30000456,11,0.006691,108.9108910891089
Critical+ [S]: Same School,30000022,10,0.006083,99.00990099009901
Appeal+ [M]: Buddy,30000482,9,0.005474,89.1089108910891
Combo Count UP [S]: at Song Start,30000236,9,0.005474,89.1089108910891
Critical+ [M]: Same School,30000503,8,0.004866,79.20792079207921
Appeal UP [M]: at 30% / Same Attribute,30000476,7,0.004258,69.3069306930693
Shield Gain [S]: at 80% Remaining,30000294,7,0.004258,69.3069306930693
Appeal UP [M]: at 30% / Same Year,30000426,7,0.004258,69.3069306930693
Appeal UP [M]: at 30% / Same School,30000446,7,0.004258,69.3069306930693
Appeal UP [M]: on AC Success / Same Attribute,30000230,6,0.003650,59.40594059405941
Critical+ [S]: Same Attribute,30000037,6,0.003650,59.40594059405941
Combo Count UP [S]: on AC Success,30000144,6,0.003650,59.40594059405941
Critical+ [S]: All,30000488,6,0.003650,59.40594059405941
Critical UP [M]: at 30% / Buddy,30000409,5,0.003041,49.504950495049506
Critical UP [M]: at 30% / Same Attribute,30000479,5,0.003041,49.504950495049506
Voltage UP [M]: at 80% Remaining / Same Strategy,30000362,5,0.003041,49.504950495049506
Shield Gain [S]: at 30%,30000389,5,0.003041,49.504950495049506
Voltage UP [M]: at 80% Remaining / Same Year,30000332,5,0.003041,49.504950495049506
Critical UP [M]: at 30% / Same School,30000449,5,0.003041,49.504950495049506
Combo Count UP [S]: at 30%,30000390,5,0.003041,49.504950495049506
Appeal UP [M]: at 30% / Buddy,30000406,5,0.003041,49.504950495049506
Appeal UP [M]: on AC Success / Same Strategy,30000210,5,0.003041,49.504950495049506
Voltage UP [M]: at 80% Remaining / Same Attribute,30000382,4,0.002433,39.603960396039604
Appeal UP [M]: at 30% / Type,30000466,4,0.002433,39.603960396039604
Appeal UP [M]: on AC Success / Same Year,30000180,4,0.002433,39.603960396039604
Voltage UP [M]: at 80% Remaining / Buddy,30000312,4,0.002433,39.603960396039604
Skill Rate+ [S]: Same Strategy,30000029,4,0.002433,39.603960396039604
Appeal UP [M]: on AC Success / Same School,30000200,4,0.002433,39.603960396039604
Critical+ [L],30000042,4,0.002433,39.603960396039604
Critical UP [M]: at 30% / Type,30000469,3,0.001825,29.702970297029704
Critical+ [M]: Same Year,30000493,3,0.001825,29.702970297029704
Appeal UP [M]: on AC Success / Buddy,30000160,3,0.001825,29.702970297029704
Voltage UP [M]: at 80% Remaining / Same School,30000352,3,0.001825,29.702970297029704
Appeal UP [M]: on AC Success / Type,30000220,3,0.001825,29.702970297029704
Combo Count UP [S]: at 80% Remaining,30000295,3,0.001825,29.702970297029704
Critical+ [M]: Type,30000513,2,0.001217,19.801980198019802
Shield Gain [S]: on AC Success,30000143,2,0.001217,19.801980198019802
Critical+ [M]: Same Strategy,30000508,1,0.000608,9.900990099009901
