name,skill_id,count,expectation,estimated_weight
Critical UP [L]: on AC Success,30000152,111,0.070476,1088.235294117647
Skill Rate+ [S]: Buddy,30000009,106,0.067302,1039.2156862745098
Appeal UP [L]: at 80% Remaining,30000300,100,0.063492,980.3921568627451
Voltage UP [L]: on AC Success,30000150,96,0.060952,941.1764705882352
Skill Rate+ [S],30000004,92,0.058413,901.9607843137255
Voltage Gain [SP]: at Song Start,30000523,89,0.056508,872.5490196078431
SP Skill UP [S]: at 80% Remaining,30000305,80,0.050794,784.313725490196
Voltage UP [S]: on AC Success / All,30000171,39,0.024762,382.3529411764706
Critical UP [S]: on AC Success / All,30000173,35,0.022222,343.13725490196083
Appeal UP [S]: at 80% Remaining / All,30000321,28,0.017778,274.5098039215686
Voltage Gain [MAX]: at Song Start,30000522,27,0.017143,264.70588235294116
Appeal UP [M]: at 80% Remaining / Same School,30000351,14,0.008889,137.2549019607843
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,12,0.007619,117.6470588235294
Voltage Gain [S]: at 80% Remaining,30000292,10,0.006349,98.0392156862745
Voltage Gain [S]: on AC Success,30000141,10,0.006349,98.0392156862745
Appeal UP [M]: at 80% Remaining / Buddy,30000311,10,0.006349,98.0392156862745
Skill Rate+ [M]: Same Attribute,30000520,9,0.005714,88.23529411764706
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,9,0.005714,88.23529411764706
Appeal UP [M]: at 80% Remaining / Same Year,30000331,8,0.005079,78.43137254901961
Stamina Recovery [S]: at 30%,30000388,8,0.005079,78.43137254901961
Critical UP [M]: on AC Success / Same School,30000203,7,0.004444,68.62745098039215
Critical+ [S]: Same Strategy,30000027,7,0.004444,68.62745098039215
Skill Rate+ [S]: Type,30000034,7,0.004444,68.62745098039215
Voltage UP [M]: on AC Success / Same Strategy,30000211,6,0.003810,58.8235294117647
Skill Rate+ [M]: Type,30000515,6,0.003810,58.8235294117647
Skill Rate+ [S]: All,30000490,6,0.003810,58.8235294117647
Appeal UP [M]: at 80% Remaining / Type,30000371,6,0.003810,58.8235294117647
Critical+ [S]: Same Year,30000012,6,0.003810,58.8235294117647
Voltage UP [M]: on AC Success / Same Year,30000181,6,0.003810,58.8235294117647
Voltage UP [M]: on AC Success / Same Attribute,30000231,6,0.003810,58.8235294117647
Skill Rate+ [L],30000044,5,0.003175,49.01960784313725
Voltage UP [M]: on AC Success / Buddy,30000161,5,0.003175,49.01960784313725
Critical UP [M]: on AC Success / Same Attribute,30000233,5,0.003175,49.01960784313725
Skill Rate+ [M]: Same Year,30000495,4,0.002540,39.21568627450981
Critical+ [M]: Buddy,30000483,4,0.002540,39.21568627450981
Appeal+ [M]: Type,30000512,4,0.002540,39.21568627450981
Critical UP [M]: on AC Success / Type,30000223,4,0.002540,39.21568627450981
Critical UP [M]: on AC Success / Buddy,30000163,4,0.002540,39.21568627450981
Skill Rate+ [S]: Same School,30000024,4,0.002540,39.21568627450981
Stamina Recovery [S]: on AC Success,30000142,4,0.002540,39.21568627450981
Skill Rate+ [M]: Buddy,30000485,3,0.001905,29.41176470588235
Skill Rate+ [M]: Same School,30000505,3,0.001905,29.41176470588235
Critical UP [M]: on AC Success / Same Strategy,30000213,3,0.001905,29.41176470588235
Critical UP [M]: on AC Success / Same Year,30000183,3,0.001905,29.41176470588235
Voltage Gain [S]: at 30%,30000387,3,0.001905,29.41176470588235
Voltage UP [M]: on AC Success / Type,30000221,2,0.001270,19.607843137254903
Stamina Recovery [S]: at 80% Remaining,30000293,2,0.001270,19.607843137254903
Appeal+ [S]: Same School,30000021,1,0.000635,9.803921568627452
Skill Rate+ [S]: Same Attribute,30000039,1,0.000635,9.803921568627452
