name,skill_id,count,expectation,estimated_weight
Appeal UP [L]: on AC Success,30000149,123,0.083503,1345.7330415754923
Appeal UP [L]: at 30%,30000395,108,0.073320,1181.6192560175054
SP Skill UP [S]: at 30%,30000400,107,0.072641,1170.6783369803063
Appeal+ [S]: Buddy,30000006,90,0.061100,984.6827133479212
Critical UP [L]: at 80% Remaining,30000303,90,0.061100,984.6827133479212
Voltage Gain [SP]: at Song Start,30000523,66,0.044807,722.1006564551423
Critical UP [S]: at 80% Remaining / All,30000324,40,0.027155,437.636761487965
Appeal UP [S]: at 30% / All,30000416,37,0.025119,404.8140043763676
Appeal UP [S]: on AC Success / All,30000170,28,0.019009,306.3457330415755
Voltage Gain [MAX]: at Song Start,30000522,20,0.013578,218.8183807439825
Appeal UP [M]: at 30% / Same School,30000446,19,0.012899,207.87746170678335
Appeal UP [M]: at 30% / Same Year,30000426,17,0.011541,185.99562363238513
Appeal UP [M]: at 30% / Buddy,30000406,15,0.010183,164.11378555798686
Appeal UP [M]: on AC Success / Type,30000220,13,0.008826,142.2319474835886
Appeal UP [M]: at 30% / Same Strategy,30000456,12,0.008147,131.2910284463895
Appeal UP [M]: on AC Success / Same Strategy,30000210,11,0.007468,120.35010940919038
Appeal UP [M]: at 30% / Same Attribute,30000476,10,0.006789,109.40919037199124
Skill Rate+ [S]: Same Year,30000014,10,0.006789,109.40919037199124
Appeal UP [M]: at 30% / Type,30000466,9,0.006110,98.46827133479212
Critical UP [M]: at 80% Remaining / Same Year,30000334,9,0.006110,98.46827133479212
Appeal UP [M]: on AC Success / Same School,30000200,9,0.006110,98.46827133479212
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,9,0.006110,98.46827133479212
Appeal UP [M]: on AC Success / Same Year,30000180,8,0.005431,87.527352297593
Appeal UP [M]: on AC Success / Buddy,30000160,8,0.005431,87.527352297593
Appeal UP [M]: on AC Success / Same Attribute,30000230,8,0.005431,87.527352297593
Critical UP [M]: at 80% Remaining / Same School,30000354,7,0.004752,76.58643326039387
Critical+ [S]: Type,30000032,6,0.004073,65.64551422319475
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,6,0.004073,65.64551422319475
Critical UP [M]: at 80% Remaining / Buddy,30000314,5,0.003394,54.70459518599562
Critical UP [M]: at 80% Remaining / Type,30000374,5,0.003394,54.70459518599562
Critical+ [M]: Same Attribute,30000518,3,0.002037,32.822757111597376
Appeal+ [S]: All,30000487,3,0.002037,32.822757111597376
Skill Rate+ [M]: Same Strategy,30000510,3,0.002037,32.822757111597376
