name,skill_id,count,expectation,estimated_weight
Skill Rate+ [S]: Buddy,30000009,107,0.065927,1049.0196078431372
Voltage UP [L]: on AC Success,30000150,95,0.058534,931.3725490196078
Appeal+ [S]: Buddy,30000006,94,0.057917,921.5686274509804
Critical UP [L]: on AC Success,30000152,93,0.057301,911.7647058823529
Skill Rate+ [S],30000004,88,0.054221,862.7450980392157
Voltage Gain [SP]: at Song Start,30000523,77,0.047443,754.9019607843137
Critical UP [L]: at 80% Remaining,30000303,72,0.044362,705.8823529411765
Voltage UP [S]: on AC Success / All,30000171,51,0.031423,500.0
Critical UP [S]: on AC Success / All,30000173,42,0.025878,411.7647058823529
Critical UP [S]: at 80% Remaining / All,30000324,40,0.024646,392.156862745098
Voltage Gain [MAX]: at Song Start,30000522,31,0.019100,303.921568627451
Critical UP [M]: at 80% Remaining / Type,30000374,14,0.008626,137.2549019607843
Skill Rate+ [M]: Same Strategy,30000510,12,0.007394,117.6470588235294
Skill Rate+ [S]: Same Year,30000014,11,0.006778,107.84313725490196
Critical+ [M]: Same Attribute,30000518,10,0.006161,98.0392156862745
Appeal+ [M]: Type,30000512,10,0.006161,98.0392156862745
Critical UP [M]: on AC Success / Buddy,30000163,9,0.005545,88.23529411764706
Skill Rate+ [M]: Buddy,30000485,9,0.005545,88.23529411764706
Critical+ [S]: Same Strategy,30000027,9,0.005545,88.23529411764706
Critical+ [S]: Type,30000032,8,0.004929,78.43137254901961
Skill Rate+ [S]: Same Attribute,30000039,8,0.004929,78.43137254901961
Critical UP [M]: at 80% Remaining / Same School,30000354,7,0.004313,68.62745098039215
Appeal+ [S]: All,30000487,7,0.004313,68.62745098039215
Voltage UP [M]: on AC Success / Buddy,30000161,7,0.004313,68.62745098039215
Voltage UP [M]: on AC Success / Same Attribute,30000231,7,0.004313,68.62745098039215
Voltage UP [M]: on AC Success / Same Year,30000181,6,0.003697,58.8235294117647
Skill Rate+ [M]: Same Attribute,30000520,6,0.003697,58.8235294117647
Critical UP [M]: on AC Success / Same Strategy,30000213,6,0.003697,58.8235294117647
Stamina Recovery [S]: on AC Success,30000142,5,0.003081,49.01960784313725
Critical UP [M]: at 80% Remaining / Same Year,30000334,5,0.003081,49.01960784313725
Stamina Recovery [S]: at 80% Remaining,30000293,5,0.003081,49.01960784313725
Voltage UP [M]: on AC Success / Same School,30000201,5,0.003081,49.01960784313725
Critical UP [M]: at 80% Remaining / Buddy,30000314,5,0.003081,49.01960784313725
Skill Rate+ [L],30000044,5,0.003081,49.01960784313725
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,5,0.003081,49.01960784313725
Critical+ [M]: Buddy,30000483,4,0.002465,39.21568627450981
Skill Rate+ [S]: Same School,30000024,4,0.002465,39.21568627450981
Critical UP [M]: on AC Success / Same Attribute,30000233,4,0.002465,39.21568627450981
Appeal+ [S]: Same School,30000021,4,0.002465,39.21568627450981
Skill Rate+ [S]: Type,30000034,4,0.002465,39.21568627450981
Skill Rate+ [M]: Same School,30000505,4,0.002465,39.21568627450981
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,4,0.002465,39.21568627450981
Critical UP [M]: on AC Success / Type,30000223,3,0.001848,29.41176470588235
Voltage UP [M]: on AC Success / Type,30000221,3,0.001848,29.41176470588235
Critical UP [M]: on AC Success / Same School,30000203,3,0.001848,29.41176470588235
Skill Rate+ [S]: All,30000490,3,0.001848,29.41176470588235
Voltage UP [M]: on AC Success / Same Strategy,30000211,2,0.001232,19.607843137254903
Critical UP [M]: on AC Success / Same Year,30000183,2,0.001232,19.607843137254903
Skill Rate+ [M]: Type,30000515,2,0.001232,19.607843137254903
Stamina Recovery [S]: at 30%,30000388,1,0.000616,9.803921568627452
Skill Rate+ [M]: Same Year,30000495,1,0.000616,9.803921568627452
Critical+ [S]: Same Year,30000012,1,0.000616,9.803921568627452
