name,skill_id,count,expectation,estimated_weight
Critical UP [L]: at 30%,30000398,108,0.069767,1133.2633788037776
SP Skill UP [S]: on AC Success,30000154,107,0.069121,1122.7701993704093
Critical UP [L]: on AC Success,30000152,93,0.060078,975.8656873032528
Skill Rate+ [S]: Buddy,30000009,91,0.058786,954.8793284365163
Appeal+ [S]: Buddy,30000006,84,0.054264,881.4270724029382
Voltage Gain [SP]: at Song Start,30000523,68,0.043928,713.5362014690451
Critical UP [L]: at 80% Remaining,30000303,66,0.042636,692.5498426023086
Critical UP [S]: at 30% / All,30000419,41,0.026486,430.2203567681007
Critical UP [S]: at 80% Remaining / All,30000324,32,0.020672,335.78174186778597
Critical UP [S]: on AC Success / All,30000173,28,0.018088,293.80902413431266
Voltage Gain [MAX]: at Song Start,30000522,20,0.012920,209.8635886673662
Skill Rate+ [M]: Same Strategy,30000510,11,0.007106,115.42497376705141
Critical+ [M]: Same Attribute,30000518,9,0.005814,94.4386149003148
Skill Rate+ [L],30000044,9,0.005814,94.4386149003148
Appeal+ [S]: All,30000487,9,0.005814,94.4386149003148
Critical UP [M]: on AC Success / Buddy,30000163,9,0.005814,94.4386149003148
Skill Rate+ [S]: Same Year,30000014,9,0.005814,94.4386149003148
Stamina Recovery [S]: at 30%,30000388,8,0.005168,83.94543546694649
Combo Count UP [S]: at Song Start,30000236,8,0.005168,83.94543546694649
Stamina Recovery [S]: at 80% Remaining,30000293,8,0.005168,83.94543546694649
Skill Rate+ [M]: Same School,30000505,8,0.005168,83.94543546694649
Critical+ [S]: Type,30000032,7,0.004522,73.45225603357817
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,7,0.004522,73.45225603357817
Critical UP [M]: on AC Success / Same Year,30000183,7,0.004522,73.45225603357817
Skill Rate+ [M]: Same Year,30000495,6,0.003876,62.95907660020987
Critical UP [M]: at 30% / Buddy,30000409,6,0.003876,62.95907660020987
Appeal+ [M]: Buddy,30000482,6,0.003876,62.95907660020987
Critical UP [M]: at 30% / Same School,30000449,6,0.003876,62.95907660020987
Skill Rate+ [M]: Buddy,30000485,6,0.003876,62.95907660020987
Critical UP [M]: at 80% Remaining / Buddy,30000314,6,0.003876,62.95907660020987
Combo Count UP [S]: at 80% Remaining,30000295,6,0.003876,62.95907660020987
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,5,0.003230,52.46589716684155
Critical UP [M]: at 80% Remaining / Type,30000374,5,0.003230,52.46589716684155
Critical UP [M]: on AC Success / Same Strategy,30000213,5,0.003230,52.46589716684155
Critical+ [S]: Same School,30000022,4,0.002584,41.972717733473246
Combo Count UP [S]: on AC Success,30000144,4,0.002584,41.972717733473246
Skill Rate+ [M]: Type,30000515,4,0.002584,41.972717733473246
Critical UP [M]: on AC Success / Same Attribute,30000233,4,0.002584,41.972717733473246
Stamina Recovery [S]: on AC Success,30000142,3,0.001938,31.479538300104934
Combo Count UP [S]: at 30%,30000390,3,0.001938,31.479538300104934
Critical UP [M]: at 80% Remaining / Same School,30000354,3,0.001938,31.479538300104934
Critical UP [M]: at 30% / Type,30000469,3,0.001938,31.479538300104934
Skill Rate+ [S]: Same Strategy,30000029,3,0.001938,31.479538300104934
Skill Rate+ [S]: Same Attribute,30000039,3,0.001938,31.479538300104934
Critical UP [M]: at 30% / Same Year,30000429,3,0.001938,31.479538300104934
Critical UP [M]: on AC Success / Type,30000223,2,0.001292,20.986358866736623
Critical UP [M]: at 30% / Same Attribute,30000479,2,0.001292,20.986358866736623
Skill Rate+ [S]: Same School,30000024,2,0.001292,20.986358866736623
Critical UP [M]: at 80% Remaining / Same Year,30000334,2,0.001292,20.986358866736623
Critical+ [M]: Same Strategy,30000508,2,0.001292,20.986358866736623
Critical UP [M]: at 30% / Same Strategy,30000459,2,0.001292,20.986358866736623
