name,skill_id,count,expectation,estimated_weight
Appeal UP [L]: at 80% Remaining,30000300,201,0.130097,2078.593588417787
SP Skill UP [S]: at 80% Remaining,30000305,170,0.110032,1758.0144777662877
Critical UP [L]: at 30%,30000398,106,0.068608,1096.1737331954498
SP Skill UP [S]: on AC Success,30000154,96,0.062136,992.7611168562564
Appeal UP [S]: at 80% Remaining / All,30000321,76,0.049191,785.9358841778696
Voltage Gain [SP]: at Song Start,30000523,70,0.045307,723.8883143743536
Critical UP [S]: at 30% / All,30000419,33,0.021359,341.2616339193381
Voltage Gain [MAX]: at Song Start,30000522,21,0.013592,217.1664943123061
Voltage Gain [S]: on AC Success,30000141,20,0.012945,206.82523267838675
Appeal UP [M]: at 80% Remaining / Same Year,30000331,19,0.012298,196.4839710444674
Voltage Gain [S]: at 80% Remaining,30000292,17,0.011003,175.80144777662875
Appeal UP [M]: at 80% Remaining / Type,30000371,15,0.009709,155.11892450879006
Voltage Gain [S]: at 30%,30000387,14,0.009061,144.77766287487074
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,14,0.009061,144.77766287487074
Appeal UP [M]: at 80% Remaining / Same School,30000351,14,0.009061,144.77766287487074
Appeal UP [M]: at 80% Remaining / Buddy,30000311,12,0.007767,124.09513960703205
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,9,0.005825,93.07135470527405
Combo Count UP [S]: on AC Success,30000144,8,0.005178,82.73009307135472
Critical UP [M]: at 30% / Same Year,30000429,6,0.003883,62.047569803516026
Critical UP [M]: at 30% / Same Strategy,30000459,6,0.003883,62.047569803516026
Combo Count UP [S]: at 30%,30000390,6,0.003883,62.047569803516026
Appeal+ [M]: Buddy,30000482,5,0.003236,51.70630816959669
Combo Count UP [S]: at Song Start,30000236,5,0.003236,51.70630816959669
Critical UP [M]: at 30% / Same School,30000449,5,0.003236,51.70630816959669
Combo Count UP [S]: at 80% Remaining,30000295,5,0.003236,51.70630816959669
Critical UP [M]: at 30% / Type,30000469,4,0.002589,41.36504653567736
Critical+ [S]: Same School,30000022,4,0.002589,41.36504653567736
Critical+ [M]: Same Strategy,30000508,2,0.001294,20.68252326783868
Voltage Gain [S]: at Song Start,30000526,1,0.000647,10.34126163391934
Skill Rate+ [S]: Same Strategy,30000029,1,0.000647,10.34126163391934
Critical UP [M]: at 30% / Buddy,30000409,1,0.000647,10.34126163391934
Critical UP [M]: at 30% / Same Attribute,30000479,1,0.000647,10.34126163391934
