name,skill_id,count,expectation,estimated_weight
Voltage UP [L]: at 30%,30000396,197,0.123588,1952.428146679881
Appeal+ [S],30000001,185,0.116060,1833.4985133795835
Voltage UP [S]: at 30% / All,30000417,82,0.051443,812.6858275520317
Appeal UP [L]: at 30%,30000395,69,0.043287,683.8453914767097
Appeal UP [L]: on AC Success,30000149,69,0.043287,683.8453914767097
SP Skill UP [S]: at 30%,30000400,57,0.035759,564.9157581764123
Voltage Gain [SP]: at Song Start,30000523,51,0.031995,505.4509415262636
Appeal UP [S]: on AC Success / All,30000170,25,0.015684,247.7700693756194
Appeal UP [S]: at 30% / All,30000416,24,0.015056,237.85926660059465
Voltage Gain [MAX]: at Song Start,30000522,17,0.010665,168.4836471754212
Appeal+ [M]: Same School,30000502,14,0.008783,138.75123885034688
Appeal+ [M]: Same Year,30000492,14,0.008783,138.75123885034688
Voltage UP [M]: at 30% / Same Attribute,30000477,14,0.008783,138.75123885034688
Appeal+ [S]: Same Strategy,30000026,14,0.008783,138.75123885034688
Appeal UP [M]: at 30% / Same Strategy,30000456,13,0.008156,128.8404360753221
Appeal+ [S]: Same Year,30000011,12,0.007528,118.92963330029733
Appeal+ [S]: Same Attribute,30000036,12,0.007528,118.92963330029733
Voltage UP [M]: at 30% / Same Year,30000427,12,0.007528,118.92963330029733
Voltage UP [M]: at 30% / Same Strategy,30000457,12,0.007528,118.92963330029733
Appeal+ [M]: Same Attribute,30000517,11,0.006901,109.01883052527255
Appeal+ [L],30000041,11,0.006901,109.01883052527255
Voltage UP [M]: at 30% / Buddy,30000407,11,0.006901,109.01883052527255
Appeal UP [M]: on AC Success / Type,30000220,9,0.005646,89.197224975223
Appeal+ [M]: Same Strategy,30000507,8,0.005019,79.28642220019822
Appeal UP [M]: at 30% / Same Attribute,30000476,8,0.005019,79.28642220019822
Appeal UP [M]: at 30% / Type,30000466,7,0.004391,69.37561942517344
Appeal UP [M]: on AC Success / Same Year,30000180,6,0.003764,59.46481665014866
Voltage UP [M]: at 30% / Type,30000467,6,0.003764,59.46481665014866
Appeal+ [S]: Type,30000031,5,0.003137,49.554013875123886
Voltage UP [M]: at 30% / Same School,30000447,5,0.003137,49.554013875123886
Appeal UP [M]: on AC Success / Buddy,30000160,5,0.003137,49.554013875123886
Appeal UP [M]: on AC Success / Same School,30000200,5,0.003137,49.554013875123886
Appeal UP [M]: at 30% / Buddy,30000406,4,0.002509,39.64321110009911
Appeal UP [M]: on AC Success / Same Strategy,30000210,4,0.002509,39.64321110009911
Appeal UP [M]: at 30% / Same Year,30000426,4,0.002509,39.64321110009911
Appeal UP [M]: at 30% / Same School,30000446,4,0.002509,39.64321110009911
Appeal UP [M]: on AC Success / Same Attribute,30000230,3,0.001882,29.73240832507433
