name,skill_id,count,expectation,estimated_weight
Critical UP [L]: at 80% Remaining,30000303,102,0.063041,983.6065573770492
Appeal+ [S],30000001,95,0.058714,916.1041465766634
Voltage Gain [SP]: at Song Start,30000523,90,0.055624,867.8881388621022
Voltage UP [L]: at 30%,30000396,88,0.054388,848.6017357762778
Appeal+ [S]: Buddy,30000006,83,0.051298,800.3857280617165
Voltage UP [L]: at 80% Remaining,30000301,66,0.040791,636.4513018322084
Critical+ [S]: Buddy,30000007,61,0.037701,588.2352941176471
Critical+ [S],30000002,53,0.032756,511.0896817743491
Critical UP [S]: at 80% Remaining / All,30000324,49,0.030284,472.5168756027001
Voltage UP [S]: at 80% Remaining / All,30000322,44,0.027194,424.3008678881389
Voltage UP [S]: at 30% / All,30000417,42,0.025958,405.01446480231436
Voltage Gain [MAX]: at Song Start,30000522,27,0.016687,260.36644165863066
Critical+ [M]: Same Attribute,30000518,13,0.008035,125.3616200578592
Critical UP [M]: at 80% Remaining / Same Year,30000334,12,0.007417,115.71841851494698
Appeal+ [S]: Same Year,30000011,12,0.007417,115.71841851494698
Critical UP [M]: at 80% Remaining / Buddy,30000314,12,0.007417,115.71841851494698
Critical+ [M]: Same Year,30000493,10,0.006180,96.43201542912247
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,9,0.005562,86.78881388621022
Voltage UP [M]: at 30% / Same Strategy,30000457,8,0.004944,77.14561234329798
Critical+ [S]: Same Attribute,30000037,8,0.004944,77.14561234329798
Appeal+ [M]: Same Strategy,30000507,8,0.004944,77.14561234329798
Appeal+ [M]: Same Attribute,30000517,7,0.004326,67.50241080038573
Voltage UP [M]: at 30% / Type,30000467,7,0.004326,67.50241080038573
Voltage UP [M]: at 30% / Same Year,30000427,7,0.004326,67.50241080038573
Voltage UP [M]: at 30% / Same School,30000447,7,0.004326,67.50241080038573
Critical+ [S]: All,30000488,6,0.003708,57.85920925747349
Shield Gain [S]: at 30%,30000389,6,0.003708,57.85920925747349
Shield Gain [S]: on AC Success,30000143,6,0.003708,57.85920925747349
Shield Gain [S]: at 80% Remaining,30000294,6,0.003708,57.85920925747349
Appeal+ [S]: Same Attribute,30000036,6,0.003708,57.85920925747349
Critical+ [S]: Type,30000032,6,0.003708,57.85920925747349
Appeal+ [M]: Same Year,30000492,5,0.003090,48.216007714561236
Appeal+ [S]: Type,30000031,5,0.003090,48.216007714561236
Skill Rate+ [S]: Same Year,30000014,5,0.003090,48.216007714561236
Voltage UP [M]: at 80% Remaining / Same Strategy,30000362,5,0.003090,48.216007714561236
Voltage UP [M]: at 30% / Same Attribute,30000477,5,0.003090,48.216007714561236
Critical UP [M]: at 80% Remaining / Type,30000374,5,0.003090,48.216007714561236
Critical UP [M]: at 80% Remaining / Same School,30000354,5,0.003090,48.216007714561236
Voltage UP [M]: at 80% Remaining / Type,30000372,4,0.002472,38.57280617164899
Appeal+ [S]: Same Strategy,30000026,4,0.002472,38.57280617164899
Voltage UP [M]: at 80% Remaining / Same Attribute,30000382,4,0.002472,38.57280617164899
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,4,0.002472,38.57280617164899
Appeal+ [S]: All,30000487,4,0.002472,38.57280617164899
Critical+ [M]: Same School,30000503,4,0.002472,38.57280617164899
Critical+ [M]: Type,30000513,3,0.001854,28.929604628736744
Voltage UP [M]: at 80% Remaining / Same School,30000352,3,0.001854,28.929604628736744
Appeal+ [M]: Same School,30000502,3,0.001854,28.929604628736744
Voltage UP [M]: at 80% Remaining / Same Year,30000332,3,0.001854,28.929604628736744
Voltage UP [M]: at 80% Remaining / Buddy,30000312,3,0.001854,28.929604628736744
Skill Rate+ [M]: Same Strategy,30000510,3,0.001854,28.929604628736744
Appeal+ [L],30000041,2,0.001236,19.286403085824496
Critical+ [L],30000042,1,0.000618,9.643201542912248
Voltage UP [M]: at 30% / Buddy,30000407,1,0.000618,9.643201542912248
