name,skill_id,count,expectation,estimated_weight
SP Skill UP [S]: at 80% Remaining,30000305,124,0.077938,1214.4955925563174
Appeal+ [S],30000001,115,0.072282,1126.3467189030364
Voltage UP [L]: at 30%,30000396,107,0.067253,1047.9921645445643
Appeal UP [L]: at 80% Remaining,30000300,89,0.055940,871.694417238002
Voltage UP [L]: at 80% Remaining,30000301,60,0.037712,587.6591576885406
Critical+ [S]: Buddy,30000007,55,0.034569,538.6875612144956
Critical+ [S],30000002,53,0.033312,519.0989226248776
Voltage Gain [SP]: at Song Start,30000523,51,0.032055,499.5102840352596
Appeal UP [S]: at 80% Remaining / All,30000321,37,0.023256,362.3898139079334
Voltage UP [S]: at 80% Remaining / All,30000322,33,0.020742,323.21253672869733
Voltage UP [S]: at 30% / All,30000417,33,0.020742,323.21253672869733
Voltage Gain [S]: at 80% Remaining,30000292,18,0.011314,176.2977473065622
Voltage Gain [MAX]: at Song Start,30000522,18,0.011314,176.2977473065622
Appeal UP [M]: at 80% Remaining / Same School,30000351,12,0.007542,117.53183153770813
Appeal UP [M]: at 80% Remaining / Type,30000371,11,0.006914,107.73751224289911
Voltage UP [M]: at 80% Remaining / Same Attribute,30000382,10,0.006285,97.94319294809011
Appeal+ [L],30000041,10,0.006285,97.94319294809011
Appeal UP [M]: at 80% Remaining / Same Year,30000331,9,0.005657,88.1488736532811
Critical+ [S]: All,30000488,9,0.005657,88.1488736532811
Voltage UP [M]: at 80% Remaining / Same Strategy,30000362,9,0.005657,88.1488736532811
Voltage UP [M]: at 80% Remaining / Same Year,30000332,9,0.005657,88.1488736532811
Voltage UP [M]: at 30% / Type,30000467,8,0.005028,78.35455435847209
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,8,0.005028,78.35455435847209
Appeal+ [S]: Same Attribute,30000036,8,0.005028,78.35455435847209
Voltage UP [M]: at 30% / Same Year,30000427,8,0.005028,78.35455435847209
Voltage UP [M]: at 30% / Same Strategy,30000457,7,0.004400,68.56023506366307
Voltage Gain [S]: at 30%,30000387,7,0.004400,68.56023506366307
Appeal+ [S]: Type,30000031,7,0.004400,68.56023506366307
Critical+ [M]: Same Year,30000493,7,0.004400,68.56023506366307
Critical+ [M]: Type,30000513,7,0.004400,68.56023506366307
Shield Gain [S]: at 80% Remaining,30000294,6,0.003771,58.765915768854065
Appeal UP [M]: at 80% Remaining / Buddy,30000311,6,0.003771,58.765915768854065
Appeal+ [S]: Same Strategy,30000026,6,0.003771,58.765915768854065
Voltage UP [M]: at 30% / Same School,30000447,6,0.003771,58.765915768854065
Voltage UP [M]: at 30% / Buddy,30000407,5,0.003143,48.97159647404506
Appeal+ [S]: Same Year,30000011,5,0.003143,48.97159647404506
Voltage UP [M]: at 80% Remaining / Same School,30000352,5,0.003143,48.97159647404506
Voltage UP [M]: at 80% Remaining / Buddy,30000312,5,0.003143,48.97159647404506
Critical+ [M]: Same School,30000503,4,0.002514,39.17727717923604
Voltage UP [M]: at 30% / Same Attribute,30000477,4,0.002514,39.17727717923604
Appeal+ [M]: Same School,30000502,4,0.002514,39.17727717923604
Voltage UP [M]: at 80% Remaining / Type,30000372,4,0.002514,39.17727717923604
Appeal+ [M]: Same Strategy,30000507,4,0.002514,39.17727717923604
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,3,0.001886,29.382957884427032
Shield Gain [S]: on AC Success,30000143,3,0.001886,29.382957884427032
Critical+ [L],30000042,3,0.001886,29.382957884427032
Appeal+ [M]: Same Year,30000492,2,0.001257,19.58863858961802
Appeal+ [M]: Same Attribute,30000517,2,0.001257,19.58863858961802
Voltage Gain [S]: on AC Success,30000141,2,0.001257,19.58863858961802
Critical+ [S]: Same Attribute,30000037,2,0.001257,19.58863858961802
Shield Gain [S]: at 30%,30000389,1,0.000629,9.79431929480901
