name,skill_id,count,expectation,estimated_weight
Appeal UP [L]: at 80% Remaining,30000300,177,0.118236,1907.3275862068967
SP Skill UP [S]: at 80% Remaining,30000305,164,0.109552,1767.2413793103447
Critical UP [L]: at 80% Remaining,30000303,100,0.066800,1077.5862068965516
Appeal+ [S]: Buddy,30000006,84,0.056112,905.1724137931035
Appeal UP [S]: at 80% Remaining / All,30000321,63,0.042084,678.8793103448277
Voltage Gain [SP]: at Song Start,30000523,62,0.041416,668.103448275862
Critical UP [S]: at 80% Remaining / All,30000324,29,0.019372,312.5
Appeal UP [M]: at 80% Remaining / Same Year,30000331,24,0.016032,258.6206896551724
Appeal UP [M]: at 80% Remaining / Type,30000371,23,0.015364,247.84482758620692
Voltage Gain [MAX]: at Song Start,30000522,22,0.014696,237.06896551724137
Appeal UP [M]: at 80% Remaining / Same School,30000351,21,0.014028,226.29310344827587
Appeal UP [M]: at 80% Remaining / Buddy,30000311,20,0.013360,215.51724137931035
Voltage Gain [S]: on AC Success,30000141,17,0.011356,183.18965517241378
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,15,0.010020,161.63793103448276
Voltage Gain [S]: at 80% Remaining,30000292,14,0.009352,150.86206896551724
Voltage Gain [S]: at 30%,30000387,12,0.008016,129.3103448275862
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,11,0.007348,118.53448275862068
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,11,0.007348,118.53448275862068
Critical UP [M]: at 80% Remaining / Same Year,30000334,10,0.006680,107.75862068965517
Critical UP [M]: at 80% Remaining / Same School,30000354,8,0.005344,86.20689655172414
Critical+ [M]: Same Attribute,30000518,7,0.004676,75.43103448275862
Skill Rate+ [M]: Same Strategy,30000510,6,0.004008,64.6551724137931
Critical UP [M]: at 80% Remaining / Type,30000374,6,0.004008,64.6551724137931
Appeal+ [S]: All,30000487,6,0.004008,64.6551724137931
Critical UP [M]: at 80% Remaining / Buddy,30000314,5,0.003340,53.87931034482759
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,4,0.002672,43.10344827586207
Critical+ [S]: Type,30000032,4,0.002672,43.10344827586207
Skill Rate+ [S]: Same Year,30000014,2,0.001336,21.551724137931036
Voltage Gain [S]: at Song Start,30000526,1,0.000668,10.775862068965518
