name,skill_id,count,expectation,estimated_weight
Voltage Gain [S]: at Song Start,30000526,1443,0.122903,1478.786636605862
Critical UP [L]: on AC Success,30000152,1441,0.122732,1476.7370362779259
Skill Rate+ [S]: Buddy,30000009,1345,0.114556,1378.3562205369954
Skill Rate UP [L]: on AC Success,30000153,577,0.049144,591.3096946095511
Critical UP [S]: on AC Success / All,30000173,535,0.045567,548.268087722894
Critical+ [S],30000002,493,0.041990,505.22648083623693
Critical+ [S]: Buddy,30000007,492,0.041904,504.20168067226894
Voltage Gain [SP]: at Song Start,30000523,483,0.041138,494.9784791965567
Voltage UP [L]: at 80% Remaining,30000301,436,0.037135,446.8128714900595
Voltage UP [S]: at 80% Remaining / All,30000322,265,0.022570,271.57204345152695
Voltage Gain [MAX]: at Song Start,30000522,233,0.019845,238.77843820455013
Skill Rate UP [S]: on AC Success / All,30000174,159,0.013542,162.94322607091615
Skill Rate+ [M]: Buddy,30000485,81,0.006899,83.00881328141013
Critical UP [M]: on AC Success / Same School,30000203,79,0.006729,80.95921295347406
Critical UP [M]: on AC Success / Buddy,30000163,77,0.006558,78.90961262553802
Skill Rate+ [S]: Same Attribute,30000039,74,0.006303,75.83521213363395
Stamina Recovery [S]: on AC Success,30000142,74,0.006303,75.83521213363395
Skill Rate+ [M]: Type,30000515,74,0.006303,75.83521213363395
Critical UP [M]: on AC Success / Same Attribute,30000233,73,0.006218,74.8104119696659
Critical UP [M]: on AC Success / Same Year,30000183,68,0.005792,69.68641114982579
Critical UP [M]: on AC Success / Type,30000223,68,0.005792,69.68641114982579
Stamina Recovery [S]: at 30%,30000388,64,0.005451,65.58721049395368
Skill Rate+ [M]: Same School,30000505,61,0.005195,62.512810002049605
Skill Rate+ [S]: Same School,30000024,61,0.005195,62.512810002049605
Stamina Recovery [S]: at 80% Remaining,30000293,59,0.005025,60.46320967411355
Skill Rate+ [M]: Same Year,30000495,58,0.004940,59.438409510145526
Skill Rate+ [L],30000044,56,0.004770,57.38880918220947
Critical UP [M]: on AC Success / Same Strategy,30000213,55,0.004684,56.36400901824145
Skill Rate UP [M]: on AC Success / Same Year,30000184,52,0.004429,53.28960852633737
Skill Rate UP [M]: on AC Success / Same School,30000204,52,0.004429,53.28960852633737
Skill Rate UP [M]: on AC Success / Same Attribute,30000234,45,0.003833,46.11600737856118
Skill Rate UP [M]: on AC Success / Buddy,30000164,45,0.003833,46.11600737856118
Skill Rate UP [M]: on AC Success / Type,30000224,43,0.003662,44.06640705062512
Voltage UP [M]: at 80% Remaining / Type,30000372,42,0.003577,43.0416068866571
Skill Rate UP [M]: on AC Success / Same Strategy,30000214,41,0.003492,42.016806722689076
Critical+ [L],30000042,41,0.003492,42.016806722689076
Voltage UP [M]: at 80% Remaining / Same Strategy,30000362,39,0.003322,39.96720639475302
Shield Gain [S]: at 80% Remaining,30000294,37,0.003151,37.91760606681697
Voltage UP [M]: at 80% Remaining / Buddy,30000312,33,0.002811,33.81840541094487
Critical+ [S]: All,30000488,33,0.002811,33.81840541094487
Critical+ [M]: Same School,30000503,31,0.002640,31.768805083008814
Voltage UP [M]: at 80% Remaining / Same School,30000352,31,0.002640,31.768805083008814
Shield Gain [S]: at 30%,30000389,31,0.002640,31.768805083008814
Critical+ [M]: Same Year,30000493,31,0.002640,31.768805083008814
Critical+ [S]: Same Attribute,30000037,30,0.002555,30.744004919040787
Shield Gain [S]: on AC Success,30000143,30,0.002555,30.744004919040787
Voltage UP [M]: at 80% Remaining / Same Year,30000332,29,0.002470,29.719204755072763
Voltage UP [M]: at 80% Remaining / Same Attribute,30000382,29,0.002470,29.719204755072763
Critical+ [M]: Type,30000513,29,0.002470,29.719204755072763
