name,skill_id,count,expectation,estimated_weight
SP Skill UP [S]: at 80% Remaining,30000305,107,0.063919,1015.1802656546489
Skill Rate+ [S]: Buddy,30000009,103,0.061529,977.2296015180265
Critical UP [L]: on AC Success,30000152,99,0.059140,939.2789373814043
Skill Rate+ [S],30000004,98,0.058542,929.7912713472485
Appeal UP [L]: at 80% Remaining,30000300,97,0.057945,920.3036053130929
Voltage UP [L]: on AC Success,30000150,83,0.049582,787.4762808349146
Voltage Gain [SP]: at Song Start,30000523,73,0.043608,692.5996204933587
Critical UP [S]: on AC Success / All,30000173,48,0.028674,455.40796963946866
Appeal UP [S]: at 80% Remaining / All,30000321,39,0.023297,370.0189753320683
Voltage UP [S]: on AC Success / All,30000171,30,0.017921,284.6299810246679
Voltage Gain [MAX]: at Song Start,30000522,24,0.014337,227.70398481973433
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,13,0.007766,123.33965844402277
Voltage UP [M]: on AC Success / Same Year,30000181,13,0.007766,123.33965844402277
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,12,0.007168,113.85199240986717
Skill Rate+ [S]: Same School,30000024,10,0.005974,94.87666034155598
Appeal UP [M]: at 80% Remaining / Same Year,30000331,10,0.005974,94.87666034155598
Voltage Gain [S]: on AC Success,30000141,10,0.005974,94.87666034155598
Voltage Gain [S]: at 30%,30000387,9,0.005376,85.38899430740038
Appeal UP [M]: at 80% Remaining / Same School,30000351,9,0.005376,85.38899430740038
Appeal UP [M]: at 80% Remaining / Buddy,30000311,9,0.005376,85.38899430740038
Skill Rate+ [M]: Same School,30000505,9,0.005376,85.38899430740038
Skill Rate+ [S]: Same Attribute,30000039,9,0.005376,85.38899430740038
Voltage UP [M]: on AC Success / Type,30000221,8,0.004779,75.90132827324479
Skill Rate+ [L],30000044,8,0.004779,75.90132827324479
Critical UP [M]: on AC Success / Same Strategy,30000213,8,0.004779,75.90132827324479
Voltage Gain [S]: at 80% Remaining,30000292,8,0.004779,75.90132827324479
Skill Rate+ [M]: Buddy,30000485,8,0.004779,75.90132827324479
Voltage UP [M]: on AC Success / Same Strategy,30000211,7,0.004182,66.41366223908918
Appeal UP [M]: at 80% Remaining / Type,30000371,7,0.004182,66.41366223908918
Critical+ [S]: Same Strategy,30000027,7,0.004182,66.41366223908918
Appeal+ [M]: Type,30000512,6,0.003584,56.92599620493358
Critical+ [S]: Same Year,30000012,6,0.003584,56.92599620493358
Critical UP [M]: on AC Success / Same Year,30000183,6,0.003584,56.92599620493358
Critical UP [M]: on AC Success / Same Attribute,30000233,5,0.002987,47.43833017077799
Critical UP [M]: on AC Success / Buddy,30000163,5,0.002987,47.43833017077799
Voltage UP [M]: on AC Success / Buddy,30000161,5,0.002987,47.43833017077799
Stamina Recovery [S]: on AC Success,30000142,5,0.002987,47.43833017077799
Critical+ [M]: Buddy,30000483,5,0.002987,47.43833017077799
Voltage UP [M]: on AC Success / Same Attribute,30000231,5,0.002987,47.43833017077799
Skill Rate+ [S]: Type,30000034,4,0.002389,37.95066413662239
Voltage UP [M]: on AC Success / Same School,30000201,4,0.002389,37.95066413662239
Skill Rate+ [M]: Type,30000515,4,0.002389,37.95066413662239
Skill Rate+ [S]: All,30000490,3,0.001792,28.46299810246679
Critical UP [M]: on AC Success / Type,30000223,3,0.001792,28.46299810246679
Skill Rate+ [M]: Same Attribute,30000520,3,0.001792,28.46299810246679
Stamina Recovery [S]: at 80% Remaining,30000293,3,0.001792,28.46299810246679
Critical UP [M]: on AC Success / Same School,30000203,3,0.001792,28.46299810246679
Skill Rate+ [M]: Same Year,30000495,2,0.001195,18.975332068311197
Stamina Recovery [S]: at 30%,30000388,1,0.000597,9.487666034155598
Appeal+ [S]: Same School,30000021,1,0.000597,9.487666034155598
