name,skill_id,count,expectation,estimated_weight
Critical UP [L]: on AC Success,30000152,102,0.061409,983.6065573770492
Critical UP [L]: at 30%,30000398,93,0.055990,896.8177434908389
Skill Rate+ [S]: Buddy,30000009,91,0.054786,877.5313404050145
SP Skill UP [S]: on AC Success,30000154,89,0.053582,858.24493731919
Voltage UP [L]: at 80% Remaining,30000301,82,0.049368,790.7425265188042
Voltage Gain [SP]: at Song Start,30000523,81,0.048766,781.099324975892
Critical+ [S]: Buddy,30000007,81,0.048766,781.099324975892
Critical+ [S],30000002,52,0.031306,501.4464802314368
Critical UP [S]: on AC Success / All,30000173,48,0.028898,462.8736740597879
Critical UP [S]: at 30% / All,30000419,44,0.026490,424.3008678881389
Voltage UP [S]: at 80% Remaining / All,30000322,42,0.025286,405.01446480231436
Voltage Gain [MAX]: at Song Start,30000522,19,0.011439,183.2208293153327
Critical+ [S]: Same School,30000022,12,0.007225,115.71841851494698
Critical+ [L],30000042,9,0.005418,86.78881388621022
Combo Count UP [S]: on AC Success,30000144,9,0.005418,86.78881388621022
Critical+ [S]: All,30000488,9,0.005418,86.78881388621022
Combo Count UP [S]: at Song Start,30000236,9,0.005418,86.78881388621022
Critical UP [M]: at 30% / Same Attribute,30000479,8,0.004816,77.14561234329798
Critical UP [M]: at 30% / Same School,30000449,8,0.004816,77.14561234329798
Critical+ [M]: Same Strategy,30000508,7,0.004214,67.50241080038573
Critical+ [S]: Same Attribute,30000037,6,0.003612,57.85920925747349
Critical UP [M]: at 30% / Buddy,30000409,6,0.003612,57.85920925747349
Critical UP [M]: on AC Success / Buddy,30000163,6,0.003612,57.85920925747349
Appeal+ [M]: Buddy,30000482,6,0.003612,57.85920925747349
Critical UP [M]: at 30% / Same Strategy,30000459,6,0.003612,57.85920925747349
Voltage UP [M]: at 80% Remaining / Same Year,30000332,5,0.003010,48.216007714561236
Critical UP [M]: on AC Success / Same Attribute,30000233,5,0.003010,48.216007714561236
Combo Count UP [S]: at 80% Remaining,30000295,5,0.003010,48.216007714561236
Critical UP [M]: on AC Success / Same Strategy,30000213,5,0.003010,48.216007714561236
Skill Rate+ [M]: Same School,30000505,5,0.003010,48.216007714561236
Skill Rate+ [M]: Buddy,30000485,5,0.003010,48.216007714561236
Skill Rate+ [L],30000044,5,0.003010,48.216007714561236
Combo Count UP [S]: at 30%,30000390,4,0.002408,38.57280617164899
Shield Gain [S]: at 80% Remaining,30000294,4,0.002408,38.57280617164899
Skill Rate+ [S]: Same School,30000024,4,0.002408,38.57280617164899
Stamina Recovery [S]: on AC Success,30000142,4,0.002408,38.57280617164899
Critical+ [M]: Same Year,30000493,4,0.002408,38.57280617164899
Stamina Recovery [S]: at 80% Remaining,30000293,4,0.002408,38.57280617164899
Shield Gain [S]: on AC Success,30000143,4,0.002408,38.57280617164899
Shield Gain [S]: at 30%,30000389,4,0.002408,38.57280617164899
Voltage UP [M]: at 80% Remaining / Type,30000372,3,0.001806,28.929604628736744
Critical UP [M]: on AC Success / Same Year,30000183,3,0.001806,28.929604628736744
Critical UP [M]: at 30% / Type,30000469,3,0.001806,28.929604628736744
Critical+ [M]: Type,30000513,3,0.001806,28.929604628736744
Skill Rate+ [S]: Same Attribute,30000039,3,0.001806,28.929604628736744
Skill Rate+ [S]: Same Strategy,30000029,3,0.001806,28.929604628736744
Critical UP [M]: on AC Success / Same School,30000203,3,0.001806,28.929604628736744
Skill Rate+ [M]: Same Year,30000495,3,0.001806,28.929604628736744
Skill Rate+ [M]: Type,30000515,3,0.001806,28.929604628736744
Critical UP [M]: at 30% / Same Year,30000429,3,0.001806,28.929604628736744
Critical+ [M]: Same School,30000503,3,0.001806,28.929604628736744
Voltage UP [M]: at 80% Remaining / Same School,30000352,3,0.001806,28.929604628736744
Stamina Recovery [S]: at 30%,30000388,2,0.001204,19.286403085824496
Voltage UP [M]: at 80% Remaining / Same Attribute,30000382,2,0.001204,19.286403085824496
Voltage UP [M]: at 80% Remaining / Buddy,30000312,2,0.001204,19.286403085824496
Critical UP [M]: on AC Success / Type,30000223,2,0.001204,19.286403085824496
Voltage UP [M]: at 80% Remaining / Same Strategy,30000362,1,0.000602,9.643201542912248
