name,skill_id,count,expectation,estimated_weight
Appeal+ [S]: Buddy,30000006,110,0.069313,1124.7443762781186
SP Skill UP [S]: at 80% Remaining,30000305,103,0.064902,1053.1697341513293
Voltage UP [L]: at 30%,30000396,98,0.061752,1002.044989775051
Appeal+ [S],30000001,95,0.059861,971.3701431492842
Critical UP [L]: at 80% Remaining,30000303,86,0.054190,879.3456032719836
Appeal UP [L]: at 80% Remaining,30000300,80,0.050410,817.99591002045
Voltage Gain [SP]: at Song Start,30000523,64,0.040328,654.3967280163599
Voltage UP [S]: at 30% / All,30000417,42,0.026465,429.4478527607362
Critical UP [S]: at 80% Remaining / All,30000324,38,0.023945,388.54805725971374
Appeal UP [S]: at 80% Remaining / All,30000321,29,0.018273,296.5235173824131
Voltage Gain [MAX]: at Song Start,30000522,18,0.011342,184.04907975460125
Voltage Gain [S]: at 80% Remaining,30000292,13,0.008192,132.92433537832312
Critical UP [M]: at 80% Remaining / Type,30000374,10,0.006301,102.24948875255625
Critical UP [M]: at 80% Remaining / Same Strategy,30000364,9,0.005671,92.02453987730063
Appeal+ [S]: All,30000487,9,0.005671,92.02453987730063
Critical UP [M]: at 80% Remaining / Same Year,30000334,9,0.005671,92.02453987730063
Critical UP [M]: at 80% Remaining / Same School,30000354,9,0.005671,92.02453987730063
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,9,0.005671,92.02453987730063
Appeal UP [M]: at 80% Remaining / Same School,30000351,9,0.005671,92.02453987730063
Voltage UP [M]: at 30% / Same Attribute,30000477,8,0.005041,81.79959100204499
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,8,0.005041,81.79959100204499
Skill Rate+ [S]: Same Year,30000014,8,0.005041,81.79959100204499
Appeal+ [M]: Same Year,30000492,7,0.004411,71.57464212678937
Appeal+ [S]: Same Strategy,30000026,7,0.004411,71.57464212678937
Appeal+ [M]: Same Attribute,30000517,7,0.004411,71.57464212678937
Critical UP [M]: at 80% Remaining / Same Attribute,30000384,7,0.004411,71.57464212678937
Appeal+ [S]: Same Attribute,30000036,6,0.003781,61.34969325153374
Voltage Gain [S]: on AC Success,30000141,6,0.003781,61.34969325153374
Appeal UP [M]: at 80% Remaining / Buddy,30000311,6,0.003781,61.34969325153374
Appeal UP [M]: at 80% Remaining / Same Year,30000331,6,0.003781,61.34969325153374
Critical+ [S]: Type,30000032,6,0.003781,61.34969325153374
Skill Rate+ [M]: Same Strategy,30000510,6,0.003781,61.34969325153374
Appeal+ [S]: Type,30000031,5,0.003151,51.12474437627812
Appeal+ [S]: Same Year,30000011,5,0.003151,51.12474437627812
Critical+ [M]: Same Attribute,30000518,5,0.003151,51.12474437627812
Appeal+ [L],30000041,4,0.002520,40.899795501022496
Voltage UP [M]: at 30% / Buddy,30000407,4,0.002520,40.899795501022496
Voltage UP [M]: at 30% / Same Year,30000427,4,0.002520,40.899795501022496
Voltage UP [M]: at 30% / Same School,30000447,4,0.002520,40.899795501022496
Voltage Gain [S]: at 30%,30000387,3,0.001890,30.67484662576687
Voltage UP [M]: at 30% / Same Strategy,30000457,3,0.001890,30.67484662576687
Appeal+ [M]: Same Strategy,30000507,3,0.001890,30.67484662576687
Voltage UP [M]: at 30% / Type,30000467,3,0.001890,30.67484662576687
Critical UP [M]: at 80% Remaining / Buddy,30000314,3,0.001890,30.67484662576687
Appeal+ [M]: Same School,30000502,2,0.001260,20.449897750511248
Appeal UP [M]: at 80% Remaining / Type,30000371,2,0.001260,20.449897750511248
