name,skill_id,count,expectation,estimated_weight
Voltage Gain [S]: at Song Start,30000526,190,0.127688,1533.4947538337367
Skill Rate+ [S],30000004,183,0.122984,1476.9975786924938
Voltage UP [L]: on AC Success,30000150,153,0.102823,1234.866828087167
Voltage Gain [SP]: at Song Start,30000523,78,0.052419,629.53995157385
Voltage UP [S]: on AC Success / All,30000171,65,0.043683,524.6166263115416
Critical+ [L]: at 80% Remaining,30000297,59,0.039651,476.19047619047615
SP Skill UP [S]: at 30%,30000400,59,0.039651,476.19047619047615
Appeal UP [L]: on AC Success,30000149,51,0.034274,411.6222760290557
Appeal UP [L]: at 30%,30000395,47,0.031586,379.33817594834545
Voltage Gain [MAX]: at Song Start,30000522,27,0.018145,217.91767554479418
Appeal UP [S]: at 30% / All,30000416,20,0.013441,161.42050040355124
Appeal UP [S]: on AC Success / All,30000170,16,0.010753,129.13640032284098
Type Effect+ [S],30000005,14,0.009409,112.99435028248587
Critical+ [S]: Same Year,30000012,14,0.009409,112.99435028248587
Critical+ [S]: Same Strategy,30000027,14,0.009409,112.99435028248587
Appeal UP [M]: at 30% / Same Attribute,30000476,13,0.008737,104.92332526230831
Appeal+ [M]: Type,30000512,13,0.008737,104.92332526230831
Skill Rate+ [M]: Same Attribute,30000520,13,0.008737,104.92332526230831
Critical+ [S]: at 80% Remaining / All,30000318,12,0.008065,96.85230024213075
Voltage UP [M]: on AC Success / Same Strategy,30000211,12,0.008065,96.85230024213075
Appeal+ [S]: Same School,30000021,12,0.008065,96.85230024213075
Voltage UP [M]: on AC Success / Buddy,30000161,12,0.008065,96.85230024213075
Voltage UP [M]: on AC Success / Type,30000221,11,0.007392,88.7812752219532
Voltage UP [M]: on AC Success / Same Year,30000181,11,0.007392,88.7812752219532
Voltage UP [M]: on AC Success / Same School,30000201,11,0.007392,88.7812752219532
Voltage UP [M]: on AC Success / Same Attribute,30000231,11,0.007392,88.7812752219532
Skill Rate+ [S]: All,30000490,10,0.006720,80.71025020177562
Critical+ [M]: Buddy,30000483,10,0.006720,80.71025020177562
Skill Rate+ [S]: Type,30000034,9,0.006048,72.63922518159806
Critical+ [M]: at 80% Remaining / Same Strategy,30000358,9,0.006048,72.63922518159806
Critical+ [M]: at 80% Remaining / Same Attribute,30000378,8,0.005376,64.56820016142049
Appeal UP [M]: on AC Success / Buddy,30000160,8,0.005376,64.56820016142049
Appeal UP [M]: at 30% / Same Strategy,30000456,7,0.004704,56.497175141242934
Critical+ [M]: at 80% Remaining / Buddy,30000308,7,0.004704,56.497175141242934
Appeal UP [M]: at 30% / Same Year,30000426,7,0.004704,56.497175141242934
Appeal UP [M]: on AC Success / Same School,30000200,7,0.004704,56.497175141242934
Appeal UP [M]: at 30% / Same School,30000446,6,0.004032,48.426150121065376
Appeal UP [M]: on AC Success / Same Strategy,30000210,6,0.004032,48.426150121065376
Appeal UP [M]: on AC Success / Same Year,30000180,6,0.004032,48.426150121065376
Appeal UP [M]: on AC Success / Type,30000220,4,0.002688,32.284100080710246
Appeal UP [M]: on AC Success / Same Attribute,30000230,4,0.002688,32.284100080710246
Appeal UP [M]: at 30% / Buddy,30000406,4,0.002688,32.284100080710246
Critical+ [M]: at 80% Remaining / Type,30000368,3,0.002016,24.213075060532688
Critical+ [M]: at 80% Remaining / Same Year,30000328,3,0.002016,24.213075060532688
