name,skill_id,count,expectation,estimated_weight
Skill Rate+ [S],30000004,208,0.127529,1971.5639810426542
Voltage UP [L]: on AC Success,30000150,205,0.125690,1943.1279620853081
Appeal UP [L]: at 80% Remaining,30000300,99,0.060699,938.388625592417
Voltage UP [S]: on AC Success / All,30000171,89,0.054568,843.6018957345972
SP Skill UP [S]: at 80% Remaining,30000305,86,0.052728,815.1658767772511
Voltage Gain [SP]: at Song Start,30000523,65,0.039853,616.1137440758293
Appeal UP [S]: at 80% Remaining / All,30000321,37,0.022685,350.71090047393363
Voltage Gain [MAX]: at Song Start,30000522,28,0.017167,265.4028436018957
Voltage UP [M]: on AC Success / Same Attribute,30000231,18,0.011036,170.61611374407582
Critical+ [S]: Same Year,30000012,15,0.009197,142.18009478672985
Appeal+ [M]: Type,30000512,15,0.009197,142.18009478672985
Critical+ [M]: Buddy,30000483,14,0.008584,132.70142180094786
Voltage UP [M]: on AC Success / Same Strategy,30000211,13,0.007971,123.22274881516589
Appeal+ [S]: Same School,30000021,13,0.007971,123.22274881516589
Critical+ [S]: Same Strategy,30000027,12,0.007357,113.74407582938387
Voltage UP [M]: on AC Success / Same Year,30000181,12,0.007357,113.74407582938387
Voltage UP [M]: on AC Success / Same School,30000201,12,0.007357,113.74407582938387
Skill Rate+ [S]: Type,30000034,10,0.006131,94.7867298578199
Voltage UP [M]: on AC Success / Type,30000221,10,0.006131,94.7867298578199
Appeal UP [M]: at 80% Remaining / Same Strategy,30000361,10,0.006131,94.7867298578199
Voltage UP [M]: on AC Success / Buddy,30000161,10,0.006131,94.7867298578199
Appeal UP [M]: at 80% Remaining / Same School,30000351,9,0.005518,85.30805687203791
Skill Rate+ [M]: Same Attribute,30000520,8,0.004905,75.82938388625593
Voltage Gain [S]: at 30%,30000387,8,0.004905,75.82938388625593
Appeal UP [M]: at 80% Remaining / Buddy,30000311,8,0.004905,75.82938388625593
Voltage Gain [S]: at 80% Remaining,30000292,8,0.004905,75.82938388625593
Appeal UP [M]: at 80% Remaining / Type,30000371,8,0.004905,75.82938388625593
Skill Rate+ [S]: All,30000490,7,0.004292,66.35071090047393
Voltage Gain [S]: on AC Success,30000141,7,0.004292,66.35071090047393
Appeal UP [M]: at 80% Remaining / Same Attribute,30000381,6,0.003679,56.87203791469194
Appeal UP [M]: at 80% Remaining / Same Year,30000331,4,0.002452,37.91469194312796
Voltage Gain [S]: at Song Start,30000526,1,0.000613,9.47867298578199
