position,count,percentage
1,3163,23.476583%
2,1253,9.300082%
3,1314,9.752839%
4,1274,9.455949%
5,1322,9.812217%
6,1299,9.641505%
7,1281,9.507905%
8,1253,9.300082%
9,1314,9.752839%
