position,count,percentage
1,2389,23.964289%
2,925,9.278764%
3,953,9.559635%
4,961,9.639884%
5,939,9.419200%
6,973,9.760257%
7,912,9.148360%
8,912,9.148360%
9,1005,10.081252%
