position,count,percentage
1,5329,23.245365%
2,2209,9.635769%
3,2199,9.592148%
4,2239,9.766630%
5,2199,9.592148%
6,2173,9.478735%
7,2125,9.269357%
8,2212,9.648855%
9,2240,9.770992%
