position,count,percentage
1,3955,23.904503%
2,1525,9.217286%
3,1531,9.253551%
4,1557,9.410698%
5,1570,9.489272%
6,1623,9.809610%
7,1576,9.525536%
8,1582,9.561801%
9,1626,9.827743%
