id,1,2,3,4,5,6,7,8,9
371,22.300706,9.081736,9.989909,10.494450,10.090817,9.081736,9.889001,9.081736,9.989909
372,23.814542,9.272919,9.905163,10.958904,10.010537,9.483667,9.378293,9.694415,7.481560
373,26.600442,8.388521,9.602649,9.381898,8.167770,9.823400,8.498896,9.713024,9.823400
374,21.996124,9.205426,10.852713,8.914729,10.755814,8.720930,8.430233,11.337209,9.786822
375,21.764706,9.117647,8.823529,10.490196,9.901961,9.313725,8.823529,9.901961,11.862745
376,23.723404,10.106383,10.957447,9.680851,9.042553,9.680851,9.361702,8.510638,8.936170
377,23.643054,10.303588,9.015639,9.935603,10.119595,8.095676,9.199632,10.211592,9.475621
378,21.904762,10.666667,8.761905,11.238095,8.666667,9.809524,8.571429,9.333333,11.047619
381,23.619632,8.588957,11.554192,9.815951,9.611452,8.384458,9.918200,8.997955,9.509202
382,22.168441,8.906099,9.196515,9.777348,9.390126,9.583737,9.293320,11.907067,9.777348
383,20.297556,10.095643,9.989373,9.564293,9.564293,9.351753,9.776833,10.626993,10.733262
384,23.906706,10.204082,8.843537,10.495627,10.592809,9.135083,8.746356,8.163265,9.912536
385,24.735729,9.196617,10.147992,9.302326,10.465116,8.456660,9.725159,9.725159,8.245243
386,23.139653,9.683996,9.785933,10.805301,8.460754,9.480122,10.091743,9.072375,9.480122
387,22.324159,9.989806,9.378186,9.887870,10.091743,10.499490,9.174312,8.868502,9.785933
388,22.894986,10.974456,10.312204,9.271523,9.460738,9.649953,8.987701,7.757805,10.690634
411,22.200198,10.802775,9.613479,10.604559,9.613479,9.217047,8.027750,9.613479,10.307235
412,25.730443,9.048068,9.519321,9.236569,8.482564,8.953817,10.461828,10.084826,8.482564
413,24.601594,9.063745,7.370518,10.557769,11.055777,9.362550,9.661355,10.059761,8.266932
414,23.240469,9.090909,10.263930,9.604106,9.897361,10.263930,8.797654,8.577713,10.263930
415,24.134313,11.752361,9.233998,9.338930,8.604407,9.758657,8.499475,10.178384,8.499475
416,26.073620,7.259714,8.384458,8.997955,10.531697,8.077710,10.122699,8.895706,11.656442
417,25.046382,8.534323,8.534323,10.389610,9.647495,9.183673,8.348794,8.998145,11.317254
418,22.768305,9.327984,9.528586,8.625878,9.428285,9.327984,11.434303,9.227683,10.330993
421,22.900000,11.200000,9.800000,8.900000,8.600000,10.400000,9.700000,8.900000,9.600000
422,24.206349,10.317460,8.928571,10.912698,9.623016,9.623016,9.325397,8.829365,8.234127
423,24.174654,9.584665,8.413206,10.543131,10.969116,8.839191,9.052183,8.626198,9.797657
424,23.511214,9.976798,10.054138,8.894045,9.203403,8.971384,9.899459,9.822119,9.667440
425,23.771314,9.528586,9.127382,9.628887,8.625878,11.835507,9.227683,9.428285,8.826479
426,23.588040,8.859358,9.966777,10.299003,9.302326,9.745293,8.748616,10.409745,9.080842
427,22.820764,9.206660,8.814887,10.969638,9.304603,8.423115,10.088149,11.557297,8.814887
428,22.505543,10.088692,10.088692,9.312639,9.534368,9.756098,8.203991,11.640798,8.869180
431,24.387755,9.897959,9.081633,11.632653,9.795918,8.979592,7.653061,10.714286,7.857143
432,25.165563,10.028382,9.366131,8.893094,9.460738,8.325449,9.933775,10.690634,8.136235
433,22.337963,10.416667,9.837963,8.333333,8.564815,10.995370,9.259259,10.416667,9.837963
434,22.828283,9.090909,10.101010,8.585859,10.606061,10.808081,8.484848,10.707071,8.787879
435,22.660099,10.246305,9.359606,9.655172,10.246305,9.261084,9.950739,9.556650,9.064039
436,22.708333,11.562500,10.208333,10.520833,8.020833,8.125000,10.312500,9.166667,9.375000
437,22.681452,9.979839,11.693548,8.669355,10.887097,10.282258,9.576613,8.366935,7.862903
438,27.551020,9.863946,8.956916,8.843537,8.843537,7.596372,9.977324,8.956916,9.410431
441,24.140454,9.656181,11.046086,9.509876,9.509876,8.412582,10.168252,7.827359,9.729334
442,23.333333,9.069767,9.224806,9.379845,10.775194,9.224806,8.682171,10.542636,9.767442
443,23.085339,10.175055,9.409190,10.175055,8.096280,9.737418,11.269147,9.299781,8.752735
444,23.816618,9.988488,9.263899,9.101375,9.670211,9.304530,9.873366,9.487370,9.494142
445,23.747719,9.085378,9.349016,9.115798,9.521395,9.906713,9.926992,9.815453,9.531535
446,23.143777,10.128755,9.270386,9.141631,9.538627,9.763948,9.796137,9.549356,9.667382
447,25.579151,9.459459,8.301158,10.231660,8.880309,9.266409,10.617761,8.590734,9.073359
448,24.764595,9.322034,11.016949,8.757062,9.698682,8.568738,9.792844,8.568738,9.510358
451,23.643808,9.211873,9.621290,8.597748,9.621290,10.337769,8.904811,9.211873,10.849539
452,25.687104,10.253700,10.465116,6.659619,9.725159,9.302326,8.773784,8.985201,10.147992
453,23.747495,11.022044,9.218437,8.917836,10.020040,9.418838,9.018036,9.519038,9.118236
454,23.914699,8.149276,7.996954,10.205636,9.596344,8.910891,10.205636,10.586443,10.434120
455,23.566006,9.595108,9.247153,9.394770,9.489667,9.679460,9.236609,10.069591,9.721636
456,24.146982,9.973753,9.623797,9.448819,10.061242,9.011374,10.498688,8.661417,8.573928
457,22.410714,9.732143,10.446429,10.089286,9.285714,9.553571,10.446429,9.285714,8.750000
458,26.612903,7.795699,9.229391,9.856631,9.856631,8.691756,9.767025,8.512545,9.677419
461,21.514819,9.549945,12.074643,9.989023,9.440176,8.891328,9.440176,9.220637,9.879254
462,23.529412,9.546770,9.161041,7.521697,10.318226,9.450338,8.775313,11.475410,10.221794
463,21.428571,8.531746,10.218254,10.218254,10.119048,9.821429,8.531746,10.813492,10.317460
464,24.898291,9.031733,9.031733,9.682669,10.252238,9.031733,9.438568,9.113100,9.519935
465,26.038501,10.435664,7.700101,9.118541,9.726444,8.510638,9.422492,9.625127,9.422492
466,24.074074,8.425926,9.166667,10.648148,9.166667,9.537037,8.518519,10.185185,10.277778
