content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2054,1.345121,1019.2536720921
1200,10,4000,1,1712,1.121153,849.5434696308059
1200,10,5000,1,1620,1.060904,803.8904327113934
1200,10,3000,1,1360,0.890635,674.8709805478364
1960,12,3,1,731,0.478716,362.74315204446214
1200,10,7000,1,698,0.457105,346.3676061929337
1961,12,2,2,667,0.436804,330.9845176657403
1200,10,6000,1,634,0.415193,314.608971814212
1971,12,2,2,619,0.405370,307.1655418816991
1970,12,3,1,614,0.402096,304.68439857086145
1942,12,3,3,530,0.347086,263.0011909487892
1940,12,6,1,525,0.343811,260.52004763795156
1930,12,6,1,523,0.342502,259.52759031361654
1931,12,4,2,521,0.341192,258.53513298928146
1941,12,4,2,511,0.334643,253.57284636760622
1932,12,3,3,509,0.333333,252.58038904327114
1972,12,2,3,384,0.251473,190.55180627233028
1970,12,5,1,353,0.231172,175.16871774513697
1930,12,8,1,342,0.223969,169.71020246129416
1970,12,4,1,341,0.223314,169.21397379912665
1940,12,8,1,338,0.221349,167.72528781262406
1940,12,7,1,326,0.213491,161.77054386661374
1961,12,3,2,324,0.212181,160.7780865422787
1930,12,7,1,322,0.210871,159.7856292179436
1961,12,4,2,319,0.208906,158.29694323144105
1962,12,2,3,285,0.186640,141.42516871774515
1960,12,5,1,281,0.184021,139.44025406907502
1931,12,6,2,279,0.182711,138.44779674473997
1960,12,4,1,272,0.178127,134.9741961095673
1941,12,6,2,271,0.177472,134.47796744739975
1971,12,3,2,261,0.170923,129.5156808257245
1931,12,5,2,259,0.169614,128.52322350138942
1941,12,5,2,258,0.168959,128.0269948392219
1971,12,4,2,238,0.155861,118.10242159587138
1942,12,4,3,135,0.088409,66.99086939261612
1942,12,5,3,126,0.082515,62.524811433108376
1932,12,4,3,125,0.081860,62.02858277094085
1932,12,5,3,122,0.079895,60.53989678443827
1962,12,4,3,99,0.064833,49.12663755458515
1962,12,3,3,96,0.062868,47.63795156808257
1972,12,3,3,85,0.055665,42.17943628423978
1972,12,4,3,83,0.054355,41.18697895990472
