content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2450,1.323609,1006.1188452219621
1100,4,3000,1,2098,1.133441,861.5662601125211
1100,4,2500,1,1985,1.072393,815.1615950063652
1100,4,2000,1,1560,0.842788,640.6307749168412
1100,4,3500,1,839,0.453269,344.54437189437806
1100,4,5000,1,784,0.423555,321.9580304710279
1900,12,6,1,669,0.361426,274.73204385856843
1930,12,6,1,667,0.360346,273.91072235226477
1910,12,6,1,653,0.352782,268.1614718081393
1931,12,4,2,633,0.341977,259.94825674510287
1932,12,3,3,628,0.339276,257.89495297934377
1942,12,3,3,619,0.334414,254.19900620097735
1940,12,6,1,613,0.331172,251.73504168206645
1911,12,4,2,609,0.329011,250.09239866945916
1901,12,4,2,604,0.326310,248.03909490370003
1902,12,3,3,598,0.323069,245.57513038478913
1941,12,4,2,597,0.322528,245.1644696316373
1912,12,3,3,592,0.319827,243.1111658658782
1910,12,7,1,428,0.231226,175.7628023489795
1910,12,8,1,420,0.226904,172.47751632376495
1900,12,7,1,417,0.225284,171.24553406430948
1940,12,7,1,414,0.223663,170.013551804854
1900,12,8,1,396,0.213938,162.62165824812124
1930,12,7,1,394,0.212858,161.8003367418176
1940,12,8,1,389,0.210157,159.7470329760585
1930,12,8,1,373,0.201513,153.17646092562933
1901,12,5,2,353,0.190708,144.9632458625929
1931,12,6,2,333,0.179903,136.75003079955647
1911,12,5,2,333,0.179903,136.75003079955647
1941,12,5,2,333,0.179903,136.75003079955647
1911,12,6,2,323,0.174500,132.64342326803828
1931,12,5,2,323,0.174500,132.64342326803828
1941,12,6,2,310,0.167477,127.3048334770646
1901,12,6,2,309,0.166937,126.89417272391277
1942,12,5,3,190,0.102647,78.02554309884604
1942,12,4,3,168,0.090762,68.99100652950597
1902,12,4,3,168,0.090762,68.99100652950597
1932,12,4,3,164,0.088601,67.34836351689869
1932,12,5,3,158,0.085359,64.88439899798777
1912,12,4,3,153,0.082658,62.831095232228655
1902,12,5,3,153,0.082658,62.831095232228655
1912,12,5,3,151,0.081578,62.00977372592501
