content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2088,1.365598,1031.8754633061528
13401,12,3,2,805,0.526488,397.8255497899679
13201,12,3,1,769,0.502943,380.0345935260687
13101,12,3,1,759,0.496403,375.0926612305411
13301,12,3,1,721,0.471550,356.31331850753645
1932,12,3,3,566,0.370177,279.7133679268594
1940,12,6,1,553,0.361674,273.2888559426736
1942,12,3,3,517,0.338129,255.49789967877442
1941,12,4,2,511,0.334205,252.5327403014579
1930,12,6,1,503,0.328973,248.57919446503584
1931,12,4,2,494,0.323087,244.13145539906102
13202,12,2,2,489,0.319817,241.66048925129726
13102,12,2,2,468,0.306082,231.28243143068937
13402,12,2,2,459,0.300196,226.8346923647146
13203,12,2,3,455,0.297580,224.8579194465036
13103,12,2,3,452,0.295618,223.37533975784532
13304,12,2,4,447,0.292348,220.90437361008154
13204,12,2,4,440,0.287770,217.44502100321225
13403,12,2,3,424,0.277305,209.53792933036817
13104,12,2,4,423,0.276651,209.0437361008154
13302,12,2,2,418,0.273381,206.57276995305165
13404,12,2,4,418,0.273381,206.57276995305165
13303,12,2,3,377,0.246566,186.31084754138868
1940,12,7,1,353,0.230870,174.45021003212256
1940,12,8,1,329,0.215173,162.58957252285646
1930,12,7,1,323,0.211249,159.6244131455399
1930,12,8,1,308,0.201439,152.21151470224856
1931,12,6,2,284,0.185742,140.35087719298247
1941,12,6,2,275,0.179856,135.90313812700765
1931,12,5,2,252,0.164814,124.53669384729429
1941,12,5,2,238,0.155657,117.61798863355571
13201,12,4,1,217,0.141923,107.23993081294786
13401,12,4,2,212,0.138653,104.76896466518409
13101,12,5,1,209,0.136691,103.28638497652582
13301,12,4,1,209,0.136691,103.28638497652582
13201,12,5,1,205,0.134075,101.3096120583148
13101,12,4,1,198,0.129496,97.85025945144552
13401,12,5,2,192,0.125572,94.88510007412899
13301,12,5,1,191,0.124918,94.39090684457624
1932,12,5,3,145,0.094833,71.6580182851495
1942,12,5,3,141,0.092217,69.68124536693847
1932,12,4,3,126,0.082407,62.268346923647144
13102,12,4,2,120,0.078483,59.30318754633061
1942,12,4,3,118,0.077175,58.3148010872251
13402,12,4,2,109,0.071288,53.86706202125031
13203,12,3,3,101,0.066056,49.91351618482826
13202,12,3,2,100,0.065402,49.41932295527552
13402,12,3,2,100,0.065402,49.41932295527552
13202,12,4,2,96,0.062786,47.44255003706449
13102,12,3,2,95,0.062132,46.948356807511736
13204,12,4,4,92,0.060170,45.465777118853474
13404,12,4,4,91,0.059516,44.97158388930072
13303,12,3,3,91,0.059516,44.97158388930072
13302,12,3,2,89,0.058208,43.983197430195204
13302,12,4,2,89,0.058208,43.983197430195204
13104,12,4,4,89,0.058208,43.983197430195204
13304,12,3,4,87,0.056900,42.99481097108969
13403,12,3,3,86,0.056246,42.500617741536935
13104,12,3,4,85,0.055592,42.00642451198419
13103,12,4,3,84,0.054938,41.512231282431436
13204,12,3,4,84,0.054938,41.512231282431436
13403,12,4,3,83,0.054284,41.01803805287868
13203,12,4,3,81,0.052976,40.02965159377317
13103,12,3,3,79,0.051668,39.041265134667654
13404,12,3,4,78,0.051014,38.5470719051149
13304,12,4,4,75,0.049052,37.064492216456635
13303,12,4,3,70,0.045782,34.59352606869286
