content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2119,1.327694,1004.5986820272128
12101,12,3,1,819,0.513158,388.2804721945669
12301,12,3,1,815,0.510652,386.3841084720049
12201,12,3,1,794,0.497494,376.4281989285545
12401,12,3,1,785,0.491855,372.16138055279
1940,12,6,1,576,0.360902,273.0763760489262
1930,12,6,1,554,0.347118,262.64637557483525
1942,12,3,3,541,0.338972,256.4831934765088
1931,12,4,2,538,0.337093,255.0609206845873
1932,12,3,3,526,0.329574,249.37182951690136
1941,12,4,2,518,0.324561,245.57910207177736
12402,12,2,2,510,0.319549,241.78637462665338
12202,12,2,2,493,0.308897,233.72682880576497
12102,12,2,2,479,0.300125,227.089555776798
12403,12,2,3,459,0.287594,217.60773716398805
12302,12,2,2,459,0.287594,217.60773716398805
12304,12,2,4,444,0.278195,210.4963732043806
12103,12,2,3,440,0.275689,208.60000948181863
12404,12,2,4,432,0.270677,204.80728203669463
12104,12,2,4,432,0.270677,204.80728203669463
12303,12,2,3,426,0.266917,201.96273645285166
12203,12,2,3,414,0.259398,196.27364528516568
12204,12,2,4,410,0.256892,194.3772815626037
1930,12,7,1,357,0.223684,169.25046223865738
1940,12,8,1,349,0.218672,165.4577347935334
1940,12,7,1,334,0.209273,158.34637083392593
1930,12,8,1,332,0.208020,157.39818897264493
1941,12,5,2,324,0.203008,153.605461527521
1931,12,6,2,281,0.176065,133.2195515099796
1931,12,5,2,269,0.168546,127.53046034229365
1941,12,6,2,267,0.167293,126.58227848101265
12401,12,4,1,230,0.144110,109.04091404731426
12101,12,5,1,228,0.142857,108.09273218603327
12101,12,4,1,217,0.135965,102.87773194898782
12301,12,5,1,214,0.134085,101.45545915706633
12201,12,4,1,212,0.132832,100.50727729578534
12201,12,5,1,203,0.127193,96.24045892002086
12401,12,5,1,199,0.124687,94.34409519745887
12301,12,4,1,190,0.119048,90.07727682169441
1942,12,4,3,154,0.096491,73.0100033186365
1932,12,5,3,153,0.095865,72.53591238799602
1932,12,4,3,153,0.095865,72.53591238799602
1942,12,5,3,147,0.092105,69.69136680415303
12102,12,3,2,120,0.075188,56.890911676859616
12402,12,3,2,114,0.071429,54.04636609301664
12102,12,4,2,113,0.070802,53.572275162376144
12303,12,4,3,109,0.068296,51.67591143981415
12302,12,4,2,109,0.068296,51.67591143981415
12302,12,3,2,105,0.065789,49.77954771725217
12202,12,3,2,103,0.064536,48.83136585597117
12204,12,4,4,102,0.063910,48.35727492533068
12404,12,4,4,100,0.062657,47.409093064049685
12203,12,3,3,97,0.060777,45.98682027212819
12402,12,4,2,96,0.060150,45.5127293414877
12104,12,3,4,95,0.059524,45.038638410847206
12304,12,4,4,94,0.058897,44.5645474802067
12103,12,4,3,94,0.058897,44.5645474802067
12203,12,4,3,90,0.056391,42.66818375764472
12204,12,3,4,88,0.055138,41.72000189636372
12403,12,4,3,87,0.054511,41.245910965723226
12303,12,3,3,86,0.053885,40.77182003508273
12202,12,4,2,86,0.053885,40.77182003508273
12403,12,3,3,85,0.053258,40.29772910444223
12304,12,3,4,84,0.052632,39.82363817380173
12104,12,4,4,83,0.052005,39.34954724316123
12103,12,3,3,83,0.052005,39.34954724316123
12404,12,3,4,74,0.046366,35.08272886739677
