content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,1889,1.314544,999.8941350836333
1940,12,6,1,518,0.360473,274.1901333897946
1900,12,6,1,511,0.355602,270.48486131695955
1910,12,6,1,506,0.352122,267.83823840779166
1941,12,4,2,489,0.340292,258.8397205166208
1931,12,4,2,478,0.332637,253.01715011645143
1930,12,6,1,470,0.327070,248.78255346178275
1911,12,4,2,469,0.326374,248.25322887994918
1932,12,3,3,466,0.324287,246.66525513444844
1902,12,3,3,464,0.322895,245.6066059707813
1912,12,3,3,462,0.321503,244.54795680711413
1901,12,4,2,461,0.320807,244.01863222528056
1942,12,3,3,449,0.312457,237.66673724327757
12201,12,3,1,375,0.260960,198.49671818759265
12101,12,3,1,354,0.246347,187.38090196908746
12401,12,3,1,348,0.242171,184.20495447808597
1930,12,8,1,342,0.237996,181.02900698708447
1900,12,7,1,337,0.234516,178.38238407791658
12301,12,3,1,332,0.231037,175.73576116874867
1930,12,7,1,332,0.231037,175.73576116874867
1910,12,7,1,325,0.226166,172.03048909591362
1900,12,8,1,320,0.222686,169.3838661867457
1940,12,8,1,318,0.221294,168.32521702307855
1940,12,7,1,314,0.218511,166.2079186957442
1910,12,8,1,301,0.209464,159.3266991319077
1941,12,5,2,280,0.194850,148.21088291340251
1931,12,5,2,268,0.186500,141.85898793139953
1901,12,6,2,259,0.180237,137.0950666948973
1901,12,5,2,257,0.178845,136.03641753123014
1941,12,6,2,252,0.175365,133.38979462206225
1911,12,6,2,250,0.173974,132.33114545839507
12302,12,2,2,239,0.166319,126.50857505822572
1911,12,5,2,234,0.162839,123.8619521490578
12403,12,2,3,227,0.157968,120.15668007622274
12404,12,2,4,224,0.155880,118.568706330722
1931,12,6,2,223,0.155184,118.03938174888842
12402,12,2,2,215,0.149617,113.80478509421978
12203,12,2,3,210,0.146138,111.15816218505186
12202,12,2,2,209,0.145442,110.62883760321829
12304,12,2,4,208,0.144746,110.09951302138471
12303,12,2,3,205,0.142658,108.51153927588398
12102,12,2,2,197,0.137091,104.27694262121533
12103,12,2,3,183,0.127349,96.8663984755452
12104,12,2,4,181,0.125957,95.80774931187804
12204,12,2,4,181,0.125957,95.80774931187804
1902,12,5,3,151,0.105080,79.92801185687064
1932,12,4,3,144,0.100209,76.22273978403557
1912,12,4,3,134,0.093250,70.92949396569976
1942,12,5,3,122,0.084899,64.5775989836968
1942,12,4,3,114,0.079332,60.34300232902816
12301,12,5,1,109,0.075852,57.69637941986026
1902,12,4,3,108,0.075157,57.16705483802668
1912,12,5,3,107,0.074461,56.6377302561931
1932,12,5,3,106,0.073765,56.108405674359524
12201,12,5,1,104,0.072373,55.049756510692355
12201,12,4,1,102,0.070981,53.9911073470252
12101,12,5,1,100,0.069589,52.93245818335804
12301,12,4,1,97,0.067502,51.34448443785729
12101,12,4,1,96,0.066806,50.81515985602371
12401,12,5,1,93,0.064718,49.22718611052297
12401,12,4,1,93,0.064718,49.22718611052297
12403,12,3,3,57,0.039666,30.17150116451408
12202,12,3,2,55,0.038274,29.112852000846917
12202,12,4,2,55,0.038274,29.112852000846917
12402,12,3,2,47,0.032707,24.87825534617828
12102,12,4,2,47,0.032707,24.87825534617828
12302,12,4,2,46,0.032011,24.348930764344694
12402,12,4,2,45,0.031315,23.819606182511116
12104,12,3,4,44,0.030619,23.290281600677538
12403,12,4,3,44,0.030619,23.290281600677538
12103,12,3,3,43,0.029923,22.760957018843953
12304,12,3,4,43,0.029923,22.760957018843953
12102,12,3,2,43,0.029923,22.760957018843953
12302,12,3,2,40,0.027836,21.172983273343213
12404,12,3,4,40,0.027836,21.172983273343213
12103,12,4,3,37,0.025748,19.585009527842477
12404,12,4,4,37,0.025748,19.585009527842477
12304,12,4,4,36,0.025052,19.055684946008892
12204,12,3,4,36,0.025052,19.055684946008892
12204,12,4,4,35,0.024356,18.526360364175314
12203,12,3,3,32,0.022269,16.93838661867457
12303,12,4,3,31,0.021573,16.40906203684099
12203,12,4,3,31,0.021573,16.40906203684099
12303,12,3,3,30,0.020877,15.879737455007412
12104,12,4,4,26,0.018093,13.762439127673089
