content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,1821,1.316703,995.6260251503554
1960,12,3,1,627,0.453362,342.8102788408967
1961,12,2,2,621,0.449024,339.5297977036632
1971,12,2,2,612,0.442516,334.60907599781297
1970,12,3,1,569,0.411424,311.0989611809732
1910,12,6,1,500,0.361533,273.3734281027884
1901,12,4,2,478,0.345625,261.34499726626575
1912,12,3,3,457,0.330441,249.8633132859486
1902,12,3,3,457,0.330441,249.8633132859486
1900,12,6,1,445,0.321764,243.30235101148168
1911,12,4,2,426,0.308026,232.9141607435757
12401,12,3,1,385,0.278380,210.49753963914705
12301,12,3,1,370,0.267534,202.29633679606343
12201,12,3,1,351,0.253796,191.90814652815746
1972,12,2,3,333,0.240781,182.06670311645706
1910,12,7,1,329,0.237889,179.8797156916348
12101,12,3,1,323,0.233550,176.5992345544013
1900,12,7,1,314,0.227043,171.67851284855112
1900,12,8,1,312,0.225597,170.58501913613998
1970,12,5,1,309,0.223427,168.94477856752323
1910,12,8,1,304,0.219812,166.21104428649534
1970,12,4,1,302,0.218366,165.11755057408422
1961,12,3,2,295,0.213304,161.29032258064515
1961,12,4,2,295,0.213304,161.29032258064515
1901,12,5,2,269,0.194505,147.07490431930017
1962,12,2,3,259,0.187274,141.6074357572444
1901,12,6,2,243,0.175705,132.85948605795517
12302,12,2,2,243,0.175705,132.85948605795517
12202,12,2,2,242,0.174982,132.3127392017496
1960,12,4,1,241,0.174259,131.76599234554402
1971,12,4,2,238,0.172090,130.12575177692727
1911,12,6,2,235,0.169920,128.48551120831056
1911,12,5,2,224,0.161967,122.47129579004921
1960,12,5,1,220,0.159074,120.28430836522689
1971,12,3,2,217,0.156905,118.64406779661017
12303,12,2,3,198,0.143167,108.25587752870422
12102,12,2,2,194,0.140275,106.0688901038819
12103,12,2,3,190,0.137383,103.88190267905959
12203,12,2,3,189,0.136659,103.33515582285402
12402,12,2,2,183,0.132321,100.05467468562055
12104,12,2,4,182,0.131598,99.50792782941498
12403,12,2,3,182,0.131598,99.50792782941498
12304,12,2,4,177,0.127983,96.7741935483871
12404,12,2,4,176,0.127260,96.22744669218152
12204,12,2,4,172,0.124367,94.04045926735921
1902,12,5,3,132,0.095445,72.17058501913614
1912,12,5,3,121,0.087491,66.1563696008748
1902,12,4,3,111,0.080260,60.688901038819026
12401,12,4,1,108,0.078091,59.04866047020229
1912,12,4,3,102,0.073753,55.768179332968835
1972,12,3,3,102,0.073753,55.768179332968835
12401,12,5,1,102,0.073753,55.768179332968835
1962,12,3,3,100,0.072307,54.67468562055768
12101,12,4,1,100,0.072307,54.67468562055768
12101,12,5,1,94,0.067968,51.394204483324216
12301,12,5,1,91,0.065799,49.75396391470749
12301,12,4,1,91,0.065799,49.75396391470749
12201,12,4,1,90,0.065076,49.20721705850191
1972,12,4,3,85,0.061461,46.47348277747403
12201,12,5,1,85,0.061461,46.47348277747403
1962,12,4,3,74,0.053507,40.45926735921268
12202,12,4,2,58,0.041938,31.711317659923456
12104,12,3,4,52,0.037599,28.430836522689994
12103,12,4,3,50,0.036153,27.33734281027884
12402,12,4,2,49,0.035430,26.790595954073265
12404,12,4,4,48,0.034707,26.243849097867688
12303,12,4,3,47,0.033984,25.697102241662108
12302,12,4,2,45,0.032538,24.603608529250955
12203,12,3,3,44,0.031815,24.05686167304538
12304,12,3,4,44,0.031815,24.05686167304538
12302,12,3,2,43,0.031092,23.510114816839803
12402,12,3,2,43,0.031092,23.510114816839803
12104,12,4,4,43,0.031092,23.510114816839803
12304,12,4,4,42,0.030369,22.963367960634226
12102,12,4,2,42,0.030369,22.963367960634226
12203,12,4,3,41,0.029646,22.41662110442865
12204,12,4,4,41,0.029646,22.41662110442865
12204,12,3,4,39,0.028200,21.323127392017497
12103,12,3,3,38,0.027477,20.776380535811917
12403,12,4,3,33,0.023861,18.042646254784035
12403,12,3,3,33,0.023861,18.042646254784035
12303,12,3,3,32,0.023138,17.49589939857846
12202,12,3,2,30,0.021692,16.402405686167302
12404,12,3,4,29,0.020969,15.855658829961728
12102,12,3,2,27,0.019523,14.762165117550573
