content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2065,1.290625,977.6536312849162
1100,4,3000,1,1826,1.141250,864.5014676640469
1100,4,2500,1,1679,1.049375,794.9057854369851
1100,4,2000,1,1400,0.875000,662.8160212101127
1960,12,3,1,755,0.471875,357.4472114383108
1961,12,2,2,731,0.456875,346.08465107470886
1100,4,5000,1,726,0.453750,343.71745099895844
1100,4,3500,1,694,0.433750,328.56737051415587
1970,12,3,1,675,0.421875,319.5720102263043
1971,12,2,2,649,0.405625,307.2625698324022
1910,12,6,1,572,0.357500,270.80768866584606
1900,12,6,1,558,0.348750,264.1795284537449
1901,12,4,2,543,0.339375,257.07792822649367
1902,12,3,3,543,0.339375,257.07792822649367
1911,12,4,2,509,0.318125,240.98096771139097
1912,12,3,3,491,0.306875,232.4590474386895
1972,12,2,3,409,0.255625,193.63696619638293
1900,12,8,1,373,0.233125,176.59312565098003
1970,12,4,1,372,0.232500,176.11968563582994
1910,12,8,1,368,0.230000,174.22592557522964
1961,12,3,2,366,0.228750,173.27904554492946
1900,12,7,1,363,0.226875,171.85872549947922
1910,12,7,1,360,0.225000,170.43840545402898
1970,12,5,1,331,0.206875,156.70864501467665
1961,12,4,2,323,0.201875,152.921124893476
1960,12,4,1,296,0.185000,140.1382444844238
1911,12,5,2,293,0.183125,138.7179244389736
1962,12,2,3,290,0.181250,137.29760439352336
1911,12,6,2,288,0.180000,136.35072436322318
1901,12,5,2,281,0.175625,133.0366442571726
1960,12,5,1,269,0.168125,127.35536407537165
1901,12,6,2,269,0.168125,127.35536407537165
1971,12,3,2,266,0.166250,125.93504402992141
1971,12,4,2,257,0.160625,121.67408389357068
1902,12,5,3,173,0.108125,81.90512262096392
1902,12,4,3,140,0.087500,66.28160212101126
1912,12,4,3,128,0.080000,60.6003219392103
1962,12,3,3,115,0.071875,54.44560174225926
1912,12,5,3,111,0.069375,52.55184168165893
1972,12,3,3,100,0.062500,47.344001515008046
1962,12,4,3,95,0.059375,44.97680143925765
1972,12,4,3,70,0.043750,33.14080106050563
