content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2119,1.284242,970.8604416750665
1100,4,3000,1,1846,1.118788,845.7802620727573
1100,4,2500,1,1835,1.112121,840.7404013561808
1100,4,2000,1,1429,0.866061,654.7237239989004
1960,12,3,1,852,0.516364,390.3601209566572
1961,12,2,2,772,0.467879,353.70658847246403
1100,4,5000,1,731,0.443030,334.92165307431503
1100,4,3500,1,709,0.429697,324.8419316411619
1970,12,3,1,663,0.401818,303.76615046275083
1971,12,2,2,622,0.376970,284.9812150646018
1930,12,6,1,591,0.358182,270.777971226977
1942,12,3,3,590,0.357576,270.3198020709246
1940,12,6,1,555,0.336364,254.2838816090901
1932,12,3,3,542,0.328485,248.3276825804087
1941,12,4,2,529,0.320606,242.3714835517273
1931,12,4,2,514,0.311515,235.49894621094109
1972,12,2,3,427,0.258788,195.63822963438102
1970,12,5,1,391,0.236970,179.1441400164941
1930,12,7,1,371,0.224848,169.98075689544578
1940,12,8,1,369,0.223636,169.06441858334097
1970,12,4,1,361,0.218788,165.39906533492163
1961,12,3,2,359,0.217576,164.48272702281685
1930,12,8,1,355,0.215152,162.6500503986072
1940,12,7,1,353,0.213939,161.73371208650235
1961,12,4,2,333,0.201818,152.57032896545405
1962,12,2,3,314,0.190303,143.86511500045816
1960,12,5,1,313,0.189697,143.40694584440575
1931,12,6,2,308,0.186667,141.11610006414367
1941,12,6,2,301,0.182424,137.9089159717768
1931,12,5,2,295,0.178788,135.1599010354623
1941,12,5,2,289,0.175152,132.4108860991478
1960,12,4,1,284,0.172121,130.12004031888574
1971,12,4,2,271,0.164242,124.16384129020435
1971,12,3,2,259,0.156970,118.66581141757537
1942,12,5,3,162,0.098182,74.22340328049115
1932,12,5,3,160,0.096970,73.30706496838633
1932,12,4,3,141,0.085455,64.60185100339045
1942,12,4,3,139,0.084242,63.68551269128562
1962,12,3,3,103,0.062424,47.191423073398695
1972,12,3,3,100,0.060606,45.81691560524146
1962,12,4,3,99,0.060000,45.35874644918904
1972,12,4,3,70,0.042424,32.07184092366902
