content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2025,1.321802,997.635234998522
1200,10,4000,1,1757,1.146867,865.6025224160016
1200,10,5000,1,1637,1.068538,806.4833973790521
1200,10,3000,1,1392,0.908616,685.7818504286137
1200,10,7000,1,671,0.437990,330.574440831609
1200,10,6000,1,645,0.421018,317.7652970736033
1920,12,6,1,557,0.363577,274.41127204650707
1951,12,4,2,553,0.360966,272.4406345452754
1952,12,3,3,532,0.347258,262.09478766380926
1921,12,4,2,520,0.339426,256.1828751601143
1950,12,6,1,517,0.337467,254.70489703419054
1922,12,3,3,446,0.291123,219.7260813873288
13101,12,3,1,431,0.281332,212.33619075771014
13301,12,3,1,422,0.275457,207.9022563799389
13401,12,3,2,395,0.257833,194.60045324662528
13201,12,3,1,380,0.248042,187.21056261700662
1950,12,7,1,355,0.231723,174.8940782343088
1950,12,8,1,335,0.218668,165.04089072815054
1920,12,7,1,335,0.218668,165.04089072815054
1920,12,8,1,312,0.203655,153.70972509606858
1921,12,5,2,300,0.195822,147.79781259237362
1951,12,6,2,253,0.165144,124.64282195290177
13202,12,2,2,249,0.162533,122.6721844516701
1921,12,6,2,248,0.161880,122.1795250763622
13402,12,2,2,240,0.156658,118.23825007389891
1951,12,5,2,239,0.156005,117.745590698591
13103,12,2,3,226,0.147520,111.34101881958814
13102,12,2,2,218,0.142298,107.39974381712484
13302,12,2,2,215,0.140339,105.9217656912011
13203,12,2,3,213,0.139034,104.93644694058527
13403,12,2,3,210,0.137076,103.45846881466154
13104,12,2,4,208,0.135770,102.47315006404571
13404,12,2,4,206,0.134465,101.48783131342991
13303,12,2,3,195,0.127285,96.06857818504287
13204,12,2,4,184,0.120104,90.64932505665584
13304,12,2,4,181,0.118146,89.17134693073208
1922,12,4,3,166,0.108355,81.78145630111341
1952,12,5,3,142,0.092689,69.95763129372352
1952,12,4,3,139,0.090731,68.47965316779978
1922,12,5,3,132,0.086162,65.0310375406444
13101,12,5,1,113,0.073760,55.67050940979407
13201,12,4,1,109,0.071149,53.69987190856242
13401,12,5,2,107,0.069843,52.7145531579466
13101,12,4,1,103,0.067232,50.743915656714954
13201,12,5,1,97,0.063316,47.78795940486747
13301,12,4,1,94,0.061358,46.30998127894374
13401,12,4,2,92,0.060052,45.32466252832792
13301,12,5,1,91,0.059399,44.832003153020004
13304,12,3,4,58,0.037859,28.574243767858903
13102,12,3,2,58,0.037859,28.574243767858903
13102,12,4,2,57,0.037206,28.08158439255099
13302,12,3,2,55,0.035901,27.096265641935165
13402,12,3,2,54,0.035248,26.603606266627253
13202,12,3,2,53,0.034595,26.110946891319344
13402,12,4,2,53,0.034595,26.110946891319344
13202,12,4,2,49,0.031984,24.140309390087694
13404,12,3,4,49,0.031984,24.140309390087694
13302,12,4,2,49,0.031984,24.140309390087694
13303,12,3,3,47,0.030679,23.15499063947187
13104,12,3,4,46,0.030026,22.66233126416396
13403,12,3,3,45,0.029373,22.169671888856044
13204,12,4,4,44,0.028721,21.677012513548135
13203,12,4,3,43,0.028068,21.18435313824022
13203,12,3,3,43,0.028068,21.18435313824022
13104,12,4,4,43,0.028068,21.18435313824022
13404,12,4,4,42,0.027415,20.69169376293231
13403,12,4,3,41,0.026762,20.199034387624394
13303,12,4,3,41,0.026762,20.199034387624394
13103,12,3,3,38,0.024804,18.72105626170066
13304,12,4,4,37,0.024151,18.228396886392748
13103,12,4,3,36,0.023499,17.735737511084835
13204,12,3,4,30,0.019582,14.779781259237364
