content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2079,1.344761,1019.0177433584943
1960,12,3,1,764,0.494179,374.4730908734438
1961,12,2,2,707,0.457309,346.53465346534654
1970,12,3,1,645,0.417206,316.145475933732
1971,12,2,2,631,0.408150,309.2834035878835
1912,12,3,3,543,0.351229,266.150377413979
1910,12,6,1,542,0.350582,265.66022938927557
1900,12,6,1,534,0.345408,261.7390451916479
1911,12,4,2,515,0.333118,252.42623272228215
1902,12,3,3,502,0.324709,246.05430840113715
1901,12,4,2,497,0.321475,243.60356827761984
12201,12,3,1,405,0.261966,198.5099500049015
12401,12,3,1,387,0.250323,189.6872855602392
12101,12,3,1,386,0.249677,189.19713753553575
1972,12,2,3,380,0.245796,186.25624938731497
1900,12,7,1,358,0.231565,175.47299284383882
12301,12,3,1,354,0.228978,173.512400745025
1961,12,4,2,353,0.228331,173.02225272032155
1910,12,7,1,351,0.227038,172.0419566709146
1970,12,4,1,348,0.225097,170.5715125968042
1900,12,8,1,344,0.222510,168.6109204979904
1970,12,5,1,343,0.221863,168.12077247328693
1910,12,8,1,336,0.217335,164.6897363003627
1961,12,3,2,324,0.209573,158.80796000392118
1960,12,5,1,293,0.189521,143.61337123811393
1911,12,5,2,292,0.188875,143.12322321341045
1960,12,4,1,290,0.187581,142.1429271640035
1962,12,2,3,284,0.183700,139.20203901578276
1901,12,5,2,273,0.176585,133.8104107440447
12402,12,2,2,272,0.175938,133.32026271934126
1911,12,6,2,268,0.173351,131.3596706205274
1901,12,6,2,255,0.164942,124.98774629938241
12102,12,2,2,234,0.151358,114.69463778060974
1971,12,3,2,234,0.151358,114.69463778060974
1971,12,4,2,230,0.148771,112.7340456817959
12204,12,2,4,223,0.144243,109.30300950887168
12202,12,2,2,222,0.143596,108.81286148416822
12302,12,2,2,219,0.141656,107.34241741005783
12404,12,2,4,216,0.139715,105.87197333594744
12403,12,2,3,209,0.135188,102.44093716302324
12303,12,2,3,209,0.135188,102.44093716302324
12203,12,2,3,206,0.133247,100.97049308891285
12104,12,2,4,205,0.132600,100.48034506420939
12103,12,2,3,191,0.123545,93.61827271836096
12304,12,2,4,187,0.120957,91.6576806195471
1912,12,5,3,146,0.094437,71.56161160670523
1902,12,5,3,144,0.093144,70.58131555729831
1912,12,4,3,123,0.079560,60.288207038525634
1902,12,4,3,118,0.076326,57.837466915008335
12401,12,4,1,111,0.071798,54.40643074208411
12201,12,5,1,110,0.071151,53.91628271738065
12301,12,4,1,106,0.068564,51.95569061856681
12101,12,4,1,102,0.065977,49.995098519752965
12401,12,5,1,100,0.064683,49.01480247034604
12301,12,5,1,98,0.063389,48.034506420939124
12101,12,5,1,96,0.062096,47.0542103715322
12201,12,4,1,92,0.059508,45.09361827271836
1972,12,3,3,87,0.056274,42.64287814920105
1962,12,3,3,87,0.056274,42.64287814920105
1962,12,4,3,81,0.052393,39.701990000980295
12302,12,3,2,67,0.043338,32.83991765513185
1972,12,4,3,65,0.042044,31.85962160572493
12102,12,3,2,63,0.040750,30.87932555631801
12402,12,4,2,58,0.037516,28.428585432800705
12102,12,4,2,56,0.036223,27.448289383393785
12202,12,4,2,52,0.033635,25.48769728457994
12402,12,3,2,52,0.033635,25.48769728457994
12403,12,3,3,51,0.032988,24.997549259876482
12302,12,4,2,51,0.032988,24.997549259876482
12103,12,4,3,49,0.031695,24.017253210469562
12103,12,3,3,46,0.029754,22.54680913635918
12303,12,4,3,44,0.028461,21.56651308695226
12404,12,4,4,44,0.028461,21.56651308695226
12104,12,3,4,44,0.028461,21.56651308695226
12204,12,3,4,43,0.027814,21.0763650622488
12202,12,3,2,41,0.026520,20.096069012841877
12403,12,4,3,40,0.025873,19.60592098813842
12304,12,3,4,39,0.025226,19.115772963434956
12203,12,3,3,39,0.025226,19.115772963434956
12203,12,4,3,38,0.024580,18.625624938731498
12204,12,4,4,38,0.024580,18.625624938731498
12303,12,3,3,37,0.023933,18.135476914028036
12404,12,3,4,37,0.023933,18.135476914028036
12304,12,4,4,34,0.021992,16.665032839917657
12104,12,4,4,33,0.021345,16.174884815214195
