content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2080,1.346278,1016.5184243964421
1960,12,3,1,735,0.475728,359.2024240054736
1961,12,2,2,686,0.444013,335.25559573844197
1971,12,2,2,663,0.429126,324.0152477763659
1970,12,3,1,626,0.405178,305.9329488808523
1900,12,6,1,584,0.377994,285.40709608053953
1912,12,3,3,538,0.348220,262.92640015638744
1950,12,6,1,536,0.346926,261.9489785944678
1901,12,4,2,533,0.344984,260.48284625158834
1920,12,6,1,532,0.344337,259.99413547062846
1952,12,3,3,531,0.343689,259.50542468966864
1922,12,3,3,514,0.332686,251.19734141335155
1910,12,6,1,509,0.329450,248.75378750855242
1951,12,4,2,508,0.328803,248.26507672759263
1902,12,3,3,495,0.320388,241.91183657511485
1911,12,4,2,494,0.319741,241.423125794155
1921,12,4,2,487,0.315210,238.00215032743623
1961,12,4,2,369,0.238835,180.33427817417652
1900,12,8,1,367,0.237540,179.35685661225685
1972,12,2,3,355,0.229773,173.49232724073894
1920,12,7,1,351,0.227184,171.53748411689963
1920,12,8,1,346,0.223948,169.0939302121005
1950,12,7,1,344,0.222654,168.11650865018083
1950,12,8,1,343,0.222006,167.62779786922098
1910,12,7,1,341,0.220712,166.65037630730134
1970,12,5,1,338,0.218770,165.18424396442185
1961,12,3,2,333,0.215534,162.74069005962272
1970,12,4,1,327,0.211650,159.80842537386374
1900,12,7,1,327,0.211650,159.80842537386374
1951,12,5,2,305,0.197411,149.05678819274752
1960,12,5,1,303,0.196117,148.07936663082788
1910,12,8,1,300,0.194175,146.6132342879484
1951,12,6,2,287,0.185761,140.25999413547063
1921,12,6,2,283,0.183172,138.30515101163132
1901,12,5,2,278,0.179935,135.86159710683216
1960,12,4,1,275,0.177994,134.3954647639527
1911,12,5,2,274,0.177346,133.90675398299288
1901,12,6,2,272,0.176052,132.9293324210732
1911,12,6,2,272,0.176052,132.9293324210732
1962,12,2,3,264,0.170874,129.0196461733946
1921,12,5,2,261,0.168932,127.5535138305151
1971,12,3,2,252,0.163107,123.15511680187664
1971,12,4,2,228,0.147573,111.42605805884078
1922,12,5,3,143,0.092557,69.8856416772554
1922,12,4,3,138,0.089320,67.44208777245626
1902,12,4,3,137,0.088673,66.95337699149644
1912,12,4,3,131,0.084790,64.02111230573746
1952,12,4,3,127,0.082201,62.06626918189816
1912,12,5,3,126,0.081553,61.57755840093832
1902,12,5,3,122,0.078964,59.62271527709902
1952,12,5,3,119,0.077023,58.15658293421953
1962,12,3,3,112,0.072492,54.73560746750073
1962,12,4,3,100,0.064725,48.871078095982796
1972,12,3,3,98,0.063430,47.89365653406314
1972,12,4,3,63,0.040777,30.78877920046916
