content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2111,1.330183,1003.6131976799468
1950,12,6,1,1127,0.710145,535.7991822763146
1922,12,3,3,1098,0.691871,522.0119806028335
1921,12,4,2,1075,0.677379,511.07730341352095
1952,12,3,3,1058,0.666667,502.9951507083769
1920,12,6,1,1028,0.647763,488.7325282875345
1951,12,4,2,1027,0.647133,488.2571075401731
1920,12,7,1,724,0.456207,344.20462108966433
1950,12,8,1,716,0.451166,340.40125511077304
1920,12,8,1,706,0.444865,335.6470476371589
1950,12,7,1,673,0.424071,319.9581629742322
1951,12,6,2,590,0.371771,280.49824094323475
1951,12,5,2,562,0.354127,267.18646001711517
1921,12,6,2,556,0.350347,264.33393553294667
1921,12,5,2,556,0.350347,264.33393553294667
13101,12,3,1,417,0.262760,198.25045164971
13201,12,3,1,402,0.253308,191.1191404392888
13401,12,3,2,399,0.251418,189.69287819720452
13301,12,3,1,398,0.250788,189.2174574498431
1922,12,5,3,310,0.195337,147.3804316820386
1952,12,4,3,278,0.175173,132.16696776647333
1952,12,5,3,278,0.175173,132.16696776647333
13402,12,2,2,268,0.168872,127.41276029285919
1922,12,4,3,263,0.165721,125.0356565560521
13202,12,2,2,258,0.162571,122.65855281924503
13204,12,2,4,249,0.156900,118.3797660929923
13102,12,2,2,238,0.149968,113.15013787201674
13303,12,2,3,234,0.147448,111.24845488257108
13302,12,2,2,234,0.147448,111.24845488257108
13104,12,2,4,226,0.142407,107.44508890367976
13103,12,2,3,222,0.139887,105.54340591423409
13404,12,2,4,214,0.134846,101.74003993534278
13403,12,2,3,214,0.134846,101.74003993534278
13203,12,2,3,212,0.133585,100.78919844061994
13304,12,2,4,203,0.127914,96.51041171436721
13201,12,4,1,112,0.070573,53.24712370447847
13101,12,5,1,111,0.069943,52.77170295711704
13301,12,4,1,110,0.069313,52.29628220975563
13201,12,5,1,106,0.066793,50.39459922030997
13401,12,4,2,102,0.064272,48.49291623086432
13401,12,5,2,100,0.063012,47.54207473614149
13101,12,4,1,94,0.059231,44.689550251972996
13301,12,5,1,89,0.056081,42.31244651516592
13302,12,4,2,66,0.041588,31.377769325853382
13102,12,3,2,60,0.037807,28.52524484168489
13402,12,4,2,57,0.035917,27.09898259960065
13104,12,4,4,52,0.032766,24.72187886279357
13104,12,3,4,51,0.032136,24.24645811543216
13202,12,4,2,51,0.032136,24.24645811543216
13404,12,3,4,47,0.029616,22.344775125986498
13203,12,3,3,47,0.029616,22.344775125986498
13204,12,3,4,47,0.029616,22.344775125986498
13202,12,3,2,46,0.028986,21.869354378625086
13103,12,3,3,45,0.028355,21.393933631263668
13404,12,4,4,44,0.027725,20.918512883902252
13203,12,4,3,42,0.026465,19.967671389179422
13403,12,3,3,42,0.026465,19.967671389179422
13103,12,4,3,41,0.025835,19.49225064181801
13304,12,3,4,41,0.025835,19.49225064181801
13204,12,4,4,41,0.025835,19.49225064181801
13302,12,3,2,40,0.025205,19.016829894456592
13402,12,3,2,40,0.025205,19.016829894456592
13303,12,3,3,40,0.025205,19.016829894456592
13303,12,4,3,39,0.024575,18.54140914709518
13403,12,4,3,36,0.022684,17.115146905010935
13102,12,4,2,36,0.022684,17.115146905010935
13304,12,4,4,35,0.022054,16.63972615764952
