content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2114,1.349936,1023.8775609047319
1910,12,6,1,541,0.345466,262.0235385285998
1900,12,6,1,538,0.343550,260.57054293601976
1902,12,3,3,527,0.336526,255.24289242989298
1911,12,4,2,525,0.335249,254.27422870150627
1912,12,3,3,517,0.330140,250.3995737879595
1901,12,4,2,505,0.322478,244.58759141763937
12401,12,3,1,428,0.273308,207.29403787475178
13401,12,3,2,421,0.268838,203.90371482539837
12101,12,3,1,421,0.268838,203.90371482539837
13201,12,3,1,420,0.268199,203.41938296120503
12201,12,3,1,413,0.263729,200.0290599118516
13301,12,3,1,408,0.260536,197.60740059088485
1910,12,8,1,403,0.257344,195.18574126991814
12301,12,3,1,393,0.250958,190.3424226279847
13101,12,3,1,387,0.247126,187.4364314428246
1910,12,7,1,338,0.215837,163.70417009735073
1900,12,8,1,314,0.200511,152.08020535671042
1900,12,7,1,310,0.197957,150.14287789993705
1911,12,6,2,284,0.181354,137.55024943091007
1901,12,5,2,280,0.178799,135.61292197413667
12202,12,2,2,263,0.167944,127.3792802828498
1911,12,5,2,262,0.167305,126.89494841865645
1901,12,6,2,255,0.162835,123.50462536930306
13302,12,2,2,251,0.160281,121.56729791252965
13202,12,2,2,247,0.157727,119.62997045575628
13402,12,2,2,238,0.151980,115.27098367801618
13203,12,2,3,237,0.151341,114.78665181382283
13204,12,2,4,236,0.150702,114.30231994962948
12102,12,2,2,230,0.146871,111.39632876446942
13104,12,2,4,230,0.146871,111.39632876446942
13102,12,2,2,223,0.142401,108.00600571511599
13103,12,2,3,218,0.139208,105.58434639414928
12302,12,2,2,215,0.137292,104.13135080156923
12204,12,2,4,213,0.136015,103.16268707318254
13303,12,2,3,212,0.135377,102.6783552089892
12303,12,2,3,211,0.134738,102.19402334479585
12404,12,2,4,209,0.133461,101.22535961640916
12402,12,2,2,209,0.133461,101.22535961640916
12203,12,2,3,208,0.132822,100.74102775221581
13304,12,2,4,207,0.132184,100.25669588802248
13403,12,2,3,202,0.128991,97.83503656705574
12403,12,2,3,199,0.127075,96.38204097447571
12104,12,2,4,196,0.125160,94.92904538189568
12103,12,2,3,193,0.123244,93.47604978931564
12304,12,2,4,192,0.122605,92.9917179251223
13404,12,2,4,185,0.118135,89.60139487576888
1912,12,5,3,146,0.093231,70.71245217222841
1902,12,5,3,139,0.088761,67.322129122875
12301,12,4,1,128,0.081737,61.9944786167482
13401,12,5,2,128,0.081737,61.9944786167482
12101,12,4,1,124,0.079183,60.057151159974815
1902,12,4,3,123,0.078544,59.57281929578147
1912,12,4,3,120,0.076628,58.11982370320144
13301,12,4,1,119,0.075990,57.63549183900809
12201,12,5,1,115,0.073436,55.69816438223471
12201,12,4,1,110,0.070243,53.27650506126798
12401,12,5,1,103,0.065773,49.88618201191456
13401,12,4,2,103,0.065773,49.88618201191456
12101,12,5,1,98,0.062580,47.46452269094784
12301,12,5,1,93,0.059387,45.04286336998111
13101,12,4,1,92,0.058748,44.55853150578777
12401,12,4,1,91,0.058110,44.074199641594426
13201,12,5,1,89,0.056833,43.105535913207724
13301,12,5,1,88,0.056194,42.62120404901438
13201,12,4,1,88,0.056194,42.62120404901438
13101,12,5,1,75,0.047893,36.3248898145009
12202,12,3,2,65,0.041507,31.481571172567442
13402,12,3,2,64,0.040868,30.9972393083741
12102,12,4,2,61,0.038953,29.544243715794064
13102,12,3,2,59,0.037676,28.57557998740737
12202,12,4,2,58,0.037037,28.091248123214026
12102,12,3,2,57,0.036398,27.60691625902068
13102,12,4,2,56,0.035760,27.122584394827335
13404,12,4,4,55,0.035121,26.63825253063399
12402,12,3,2,55,0.035121,26.63825253063399
13202,12,4,2,54,0.034483,26.153920666440648
13403,12,3,3,54,0.034483,26.153920666440648
12104,12,3,4,54,0.034483,26.153920666440648
12404,12,4,4,54,0.034483,26.153920666440648
13202,12,3,2,53,0.033844,25.6695888022473
12204,12,4,4,50,0.031928,24.216593209667263
12302,12,4,2,49,0.031290,23.73226134547392
12403,12,3,3,49,0.031290,23.73226134547392
12404,12,3,4,48,0.030651,23.247929481280575
12402,12,4,2,48,0.030651,23.247929481280575
13402,12,4,2,48,0.030651,23.247929481280575
13204,12,3,4,47,0.030013,22.76359761708723
12304,12,4,4,47,0.030013,22.76359761708723
13302,12,3,2,47,0.030013,22.76359761708723
12403,12,4,3,47,0.030013,22.76359761708723
13404,12,3,4,47,0.030013,22.76359761708723
13304,12,3,4,46,0.029374,22.279265752893885
13403,12,4,3,45,0.028736,21.794933888700537
13203,12,3,3,45,0.028736,21.794933888700537
12303,12,3,3,44,0.028097,21.31060202450719
13103,12,3,3,44,0.028097,21.31060202450719
13204,12,4,4,43,0.027458,20.826270160313847
13304,12,4,4,43,0.027458,20.826270160313847
13103,12,4,3,42,0.026820,20.341938296120503
12104,12,4,4,42,0.026820,20.341938296120503
12302,12,3,2,41,0.026181,19.857606431927156
13303,12,4,3,41,0.026181,19.857606431927156
12103,12,4,3,41,0.026181,19.857606431927156
12103,12,3,3,40,0.025543,19.37327456773381
13203,12,4,3,39,0.024904,18.888942703540465
12203,12,4,3,39,0.024904,18.888942703540465
12303,12,4,3,39,0.024904,18.888942703540465
12304,12,3,4,39,0.024904,18.888942703540465
13302,12,4,2,38,0.024266,18.40461083934712
13303,12,3,3,37,0.023627,17.920278975153778
13104,12,3,4,36,0.022989,17.43594711096043
13104,12,4,4,35,0.022350,16.951615246767084
12204,12,3,4,34,0.021711,16.46728338257374
12203,12,3,3,28,0.017880,13.561292197413668
