content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,1865,1.297843,981.5789473684212
1950,12,6,1,550,0.382742,289.4736842105263
1940,12,6,1,526,0.366040,276.8421052631579
1930,12,6,1,518,0.360473,272.63157894736844
1931,12,4,2,503,0.350035,264.7368421052632
1920,12,6,1,500,0.347947,263.1578947368421
1921,12,4,2,491,0.341684,258.42105263157896
1952,12,3,3,483,0.336117,254.21052631578948
1922,12,3,3,479,0.333333,252.10526315789474
1941,12,4,2,478,0.332637,251.57894736842104
1942,12,3,3,473,0.329158,248.94736842105266
1951,12,4,2,461,0.320807,242.6315789473684
1932,12,3,3,461,0.320807,242.6315789473684
12301,12,3,1,367,0.255393,193.1578947368421
12101,12,3,1,359,0.249826,188.94736842105263
12401,12,3,1,359,0.249826,188.94736842105263
12201,12,3,1,354,0.246347,186.31578947368422
1950,12,8,1,338,0.235212,177.89473684210526
1940,12,7,1,337,0.234516,177.3684210526316
1930,12,7,1,312,0.217119,164.21052631578948
1940,12,8,1,309,0.215031,162.6315789473684
1920,12,8,1,294,0.204593,154.73684210526318
1950,12,7,1,293,0.203897,154.21052631578948
1920,12,7,1,286,0.199026,150.52631578947367
1921,12,6,2,284,0.197634,149.4736842105263
1930,12,8,1,283,0.196938,148.94736842105263
1931,12,6,2,273,0.189979,143.68421052631578
1931,12,5,2,268,0.186500,141.05263157894737
1941,12,5,2,262,0.182324,137.89473684210526
1951,12,5,2,260,0.180932,136.8421052631579
1921,12,5,2,259,0.180237,136.31578947368422
1941,12,6,2,253,0.176061,133.1578947368421
12202,12,2,2,252,0.175365,132.6315789473684
1951,12,6,2,237,0.164927,124.73684210526315
12402,12,2,2,228,0.158664,120.0
12302,12,2,2,224,0.155880,117.89473684210527
12303,12,2,3,224,0.155880,117.89473684210527
12204,12,2,4,219,0.152401,115.26315789473685
12403,12,2,3,214,0.148921,112.63157894736841
12103,12,2,3,211,0.146834,111.05263157894736
12104,12,2,4,201,0.139875,105.78947368421052
12304,12,2,4,198,0.137787,104.21052631578947
12404,12,2,4,197,0.137091,103.6842105263158
12102,12,2,2,189,0.131524,99.47368421052632
12203,12,2,3,180,0.125261,94.73684210526316
1952,12,5,3,132,0.091858,69.47368421052632
1932,12,5,3,130,0.090466,68.42105263157895
1952,12,4,3,128,0.089074,67.36842105263159
1942,12,4,3,121,0.084203,63.68421052631579
1922,12,5,3,118,0.082116,62.10526315789474
1932,12,4,3,113,0.078636,59.473684210526315
1922,12,4,3,111,0.077244,58.42105263157895
12101,12,5,1,105,0.073069,55.263157894736835
1942,12,5,3,102,0.070981,53.68421052631579
12101,12,4,1,97,0.067502,51.05263157894737
12301,12,5,1,96,0.066806,50.526315789473685
12401,12,5,1,94,0.065414,49.473684210526315
12301,12,4,1,91,0.063326,47.89473684210527
12201,12,4,1,90,0.062630,47.36842105263158
12201,12,5,1,87,0.060543,45.78947368421052
12401,12,4,1,79,0.054976,41.578947368421055
12302,12,4,2,60,0.041754,31.57894736842105
12302,12,3,2,50,0.034795,26.31578947368421
12202,12,4,2,49,0.034099,25.789473684210527
12202,12,3,2,49,0.034099,25.789473684210527
12103,12,3,3,49,0.034099,25.789473684210527
12102,12,3,2,48,0.033403,25.263157894736842
12402,12,4,2,46,0.032011,24.210526315789476
12203,12,4,3,45,0.031315,23.68421052631579
12104,12,4,4,44,0.030619,23.157894736842106
12404,12,3,4,44,0.030619,23.157894736842106
12403,12,3,3,43,0.029923,22.631578947368418
12204,12,3,4,41,0.028532,21.57894736842105
12102,12,4,2,40,0.027836,21.052631578947366
12303,12,3,3,40,0.027836,21.052631578947366
12203,12,3,3,39,0.027140,20.526315789473685
12303,12,4,3,38,0.026444,20.0
12204,12,4,4,37,0.025748,19.473684210526315
12304,12,3,4,35,0.024356,18.42105263157895
12402,12,3,2,34,0.023660,17.894736842105264
12404,12,4,4,34,0.023660,17.894736842105264
12403,12,4,3,33,0.022965,17.36842105263158
12104,12,3,4,33,0.022965,17.36842105263158
12304,12,4,4,32,0.022269,16.842105263157897
12103,12,4,3,31,0.021573,16.31578947368421
