content_id,content_type,content_amount,rarity,count,expectation,estimated_weight
1700,12,2,1,2065,1.313613,993.2182194218652
1200,10,5000,1,1731,1.101145,832.5717858688855
1200,10,4000,1,1691,1.075700,813.3326920302054
1960,12,3,1,1487,0.945929,715.2133134529363
1961,12,2,2,1405,0.893766,675.773171083642
1200,10,3000,1,1388,0.882952,667.5965562022029
1971,12,2,2,1348,0.857506,648.3574623635227
1970,12,3,1,1297,0.825064,623.8276177192055
1972,12,2,3,804,0.511450,386.705786157472
1200,10,6000,1,733,0.466285,352.5563945938146
1961,12,4,2,731,0.465013,351.5944399018806
1970,12,5,1,706,0.449109,339.5700062527055
1200,10,7000,1,703,0.447201,338.12707421480445
1970,12,4,1,679,0.431934,326.5836179115963
1961,12,3,2,663,0.421756,318.8879803761243
1960,12,4,1,578,0.367684,278.0049059689289
1962,12,2,3,568,0.361323,273.1951325092588
1960,12,5,1,531,0.337786,255.39897070847962
1971,12,4,2,506,0.321883,243.37453705930452
1971,12,3,2,483,0.307252,232.31205810206342
1962,12,4,3,193,0.122774,92.82862777163196
1962,12,3,3,186,0.118321,89.46178634986292
1972,12,3,3,185,0.117684,88.98080900389591
1972,12,4,3,130,0.082697,62.52705497571064
