name,id,rarity,sum,expectation
Pink Macaron ★1,,1,,5.455426
Green Macaron ★1,,1,,5.425065
Green Macaron ★2,,2,,3.280362
Pink Macaron ★2,,2,,3.235788
Gold Macaron ★1,,1,,3.220284
Silver Macaron ★1,,1,,2.959948
School Idol Badge,,1,,2.667959
Silver Macaron ★2,,2,,2.363049
Gold Macaron ★2,,2,,1.987726
Pink Macaron ★3,,3,,1.838501
Green Macaron ★3,,3,,1.817829
Guard Type Beginner Book,,1,,1.461240
SP Type Beginner Book,,1,,1.369509
Skill Type Beginner Book,,1,,1.348837
Voltage Type Beginner Book,,1,,1.290698
Silver Macaron ★3,,3,,0.874031
Gold Macaron ★3,,3,,0.828811
Voltage Type Intermediate Book,,2,,0.554910
Skill Type Intermediate Book,,2,,0.533592
Guard Type Intermediate Book,,2,,0.524548
SP Type Intermediate Book,,2,,0.516150
Guard Type Advanced Book,,3,,0.494832
SP Type Advanced Book,,3,,0.483204
Guard Type Secret Book,,4,,0.477390
Voltage Type Secret Book,,4,,0.474806
SP Type Secret Book,,4,,0.468992
Skill Type Secret Book,,4,,0.465762
Skill Type Advanced Book,,3,,0.460594
Voltage Type Advanced Book,,3,,0.459302
