name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.497624
Pink Macaron ★1,,1,,5.353021
Green Macaron ★2,,2,,3.284453
Pink Macaron ★2,,2,,3.151392
SP Type Seed,,1,,2.801765
Skill Type Seed,,2,,2.723014
Voltage Type Seed,,1,,2.659878
School Idol Badge,,1,,2.631365
Guard Type Seed,,1,,2.609640
Pink Macaron ★3,,3,,1.775967
Green Macaron ★3,,3,,1.773931
Voltage Type Sprout,,2,,1.116090
Skill Type Sprout,,2,,1.091650
Guard Type Sprout,,2,,1.071283
Voltage Type Bud,,3,,1.022403
Skill Type Bud,,3,,0.990496
SP Type Sprout,,2,,0.990496
SP Type Flower,,4,,0.968092
Skill Type Flower,,4,,0.951799
Guard Type Flower,,4,,0.946368
SP Type Bud,,3,,0.921928
Voltage Type Flower,,4,,0.912424
Guard Type Bud,,3,,0.890699
