name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.796758
Yellow Macaron ★1,,1,,5.432045
Purple Macaron ★2,,2,,3.385287
Yellow Macaron ★2,,2,,3.162718
Voltage Type Beginner Book,,1,,2.713840
Guard Type Beginner Book,,1,,2.701995
Skill Type Beginner Book,,1,,2.699501
SP Type Beginner Book,,1,,2.642145
School Idol Badge,,1,,2.608479
Purple Macaron ★3,,3,,1.735661
Yellow Macaron ★3,,3,,1.588529
Skill Type Intermediate Book,,2,,1.099751
Guard Type Intermediate Book,,2,,1.090399
SP Type Intermediate Book,,2,,1.023691
Voltage Type Advanced Book,,3,,1.013092
Voltage Type Intermediate Book,,2,,1.007481
Guard Type Advanced Book,,3,,0.949501
Voltage Type Secret Book,,4,,0.948878
SP Type Advanced Book,,3,,0.946384
Skill Type Advanced Book,,3,,0.943890
Skill Type Secret Book,,4,,0.940773
Guard Type Secret Book,,4,,0.911471
SP Type Secret Book,,4,,0.865337
