name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.668345
Yellow Macaron ★1,,1,,5.491611
Red Macaron ★1,,1,,5.472036
Blue Macaron ★1,,1,,5.445190
Red Macaron ★2,,2,,3.340045
Blue Macaron ★2,,2,,3.279642
Yellow Macaron ★2,,2,,3.271812
Purple Macaron ★2,,2,,3.141499
School Idol Badge,,1,,2.552573
Yellow Macaron ★3,,3,,1.858501
Red Macaron ★3,,3,,1.841723
Blue Macaron ★3,,3,,1.755593
Purple Macaron ★3,,3,,1.727069
SP Type Seed,,1,,1.368568
Guard Type Seed,,1,,1.346197
Voltage Type Seed,,1,,1.337248
Skill Type Seed,,2,,1.252237
Skill Type Sprout,,2,,0.549776
Voltage Type Sprout,,2,,0.545302
Skill Type Flower,,4,,0.527964
SP Type Sprout,,2,,0.526846
SP Type Flower,,4,,0.517338
Guard Type Sprout,,2,,0.510067
Guard Type Flower,,4,,0.495526
SP Type Bud,,3,,0.478747
Guard Type Bud,,3,,0.473154
Voltage Type Bud,,3,,0.460291
Skill Type Bud,,3,,0.450783
Voltage Type Flower,,4,,0.446309
