name,id,rarity,sum,expectation
,,1,,"18,388.564003"
Purple Macaron ★1,,1,,5.626381
Yellow Macaron ★1,,1,,5.351527
Purple Macaron ★2,,2,,3.343080
Yellow Macaron ★2,,2,,3.314490
School Idol Badge,,1,,2.545809
Purple Macaron ★3,,3,,1.701754
Yellow Macaron ★3,,3,,1.694607
Skill Type Seed,,2,,1.467836
Guard Type Seed,,1,,1.404159
Voltage Type Seed,,1,,1.350877
SP Type Seed,,1,,1.224821
Voltage Type Sprout,,2,,0.595192
Skill Type Sprout,,2,,0.567901
Guard Type Sprout,,2,,0.551657
SP Type Sprout,,2,,0.544509
SP Type Flower,,4,,0.495127
Voltage Type Flower,,4,,0.482131
Guard Type Flower,,4,,0.469786
Skill Type Flower,,4,,0.467836
Skill Type Bud,,3,,0.457440
SP Type Bud,,3,,0.454841
Voltage Type Bud,,3,,0.437947
Guard Type Bud,,3,,0.424301
