name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.657909
Blue Macaron ★1,,1,,5.429491
Red Macaron ★2,,2,,3.357105
Gold Macaron ★1,,1,,3.163539
Blue Macaron ★2,,2,,3.109920
Silver Macaron ★1,,1,,3.055764
School Idol Badge,,1,,2.647721
Silver Macaron ★2,,2,,2.488472
Gold Macaron ★2,,2,,1.888472
Blue Macaron ★3,,3,,1.802145
Red Macaron ★3,,3,,1.719571
Guard Type Beginner Book,,1,,1.346381
Voltage Type Beginner Book,,1,,1.343700
SP Type Beginner Book,,1,,1.302949
Skill Type Beginner Book,,1,,1.254155
Gold Macaron ★3,,3,,0.875603
Silver Macaron ★3,,3,,0.871850
Skill Type Intermediate Book,,2,,0.560858
Guard Type Intermediate Book,,2,,0.544236
Voltage Type Intermediate Book,,2,,0.534584
SP Type Intermediate Book,,2,,0.524933
SP Type Advanced Book,,3,,0.521716
Skill Type Secret Book,,4,,0.504021
Voltage Type Secret Book,,4,,0.502949
SP Type Secret Book,,4,,0.474531
Guard Type Advanced Book,,3,,0.457373
Guard Type Secret Book,,4,,0.453083
Skill Type Advanced Book,,3,,0.438070
Voltage Type Advanced Book,,3,,0.417158
