name,id,rarity,sum,expectation
Red Macaron ★1,,1,,5.513834
Yellow Macaron ★1,,1,,5.458498
Purple Macaron ★1,,1,,5.456522
Blue Macaron ★1,,1,,5.415020
Purple Macaron ★2,,2,,3.396574
Blue Macaron ★2,,2,,3.324769
Red Macaron ★2,,2,,3.266798
Yellow Macaron ★2,,2,,3.053360
School Idol Badge,,1,,2.550725
Yellow Macaron ★3,,3,,1.818182
Purple Macaron ★3,,3,,1.737813
Red Macaron ★3,,3,,1.704875
Blue Macaron ★3,,3,,1.606719
SP Type Beginner Book,,1,,1.388011
Voltage Type Beginner Book,,1,,1.358366
Skill Type Beginner Book,,1,,1.320817
Guard Type Beginner Book,,1,,1.300395
Guard Type Intermediate Book,,2,,0.549407
Skill Type Intermediate Book,,2,,0.530962
Voltage Type Intermediate Book,,2,,0.527668
SP Type Intermediate Book,,2,,0.521739
SP Type Advanced Book,,3,,0.489460
Voltage Type Advanced Book,,3,,0.486166
Skill Type Advanced Book,,3,,0.479578
SP Type Secret Book,,4,,0.478261
Voltage Type Secret Book,,4,,0.464427
Guard Type Secret Book,,4,,0.461133
Guard Type Advanced Book,,3,,0.457181
Skill Type Secret Book,,4,,0.430830
