name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.272374
Yellow Macaron ★1,,1,,5.151751
Yellow Macaron ★2,,2,,3.400130
Purple Macaron ★2,,2,,3.180285
Voltage Type Beginner Book,,1,,2.863813
SP Type Beginner Book,,1,,2.749676
Guard Type Beginner Book,,1,,2.699741
School Idol Badge,,1,,2.684825
Skill Type Beginner Book,,1,,2.664073
Purple Macaron ★3,,3,,1.793126
Yellow Macaron ★3,,3,,1.673152
SP Type Intermediate Book,,2,,1.075227
Voltage Type Intermediate Book,,2,,1.066796
Skill Type Intermediate Book,,2,,1.062905
Guard Type Intermediate Book,,2,,1.036316
SP Type Advanced Book,,3,,0.972763
Voltage Type Advanced Book,,3,,0.957198
Skill Type Advanced Book,,3,,0.947471
Guard Type Secret Book,,4,,0.944228
Voltage Type Secret Book,,4,,0.931907
SP Type Secret Book,,4,,0.921530
Skill Type Secret Book,,4,,0.891051
Guard Type Advanced Book,,3,,0.850195
