name,id,rarity,sum,expectation
,,1,,"18,372.340426"
School Idol Badge,,1,,2.630024
Guard Type Beginner Book,,1,,1.492908
Skill Type Beginner Book,,1,,1.408983
Skill Type Seed,,2,,1.381206
SP Type Seed,,1,,1.376478
SP Type Beginner Book,,1,,1.326241
Voltage Type Seed,,1,,1.316785
Voltage Type Beginner Book,,1,,1.301418
Guard Type Seed,,1,,1.215721
Guard Type Sprout,,2,,0.592199
Skill Type Intermediate Book,,2,,0.551418
Skill Type Sprout,,2,,0.549054
SP Type Intermediate Book,,2,,0.541962
SP Type Bud,,3,,0.541371
SP Type Sprout,,2,,0.539007
SP Type Secret Book,,4,,0.523641
Voltage Type Sprout,,2,,0.519504
Skill Type Secret Book,,4,,0.518322
Voltage Type Intermediate Book,,2,,0.495272
Guard Type Bud,,3,,0.488771
Voltage Type Bud,,3,,0.486998
Voltage Type Advanced Book,,3,,0.477541
Guard Type Intermediate Book,,2,,0.477541
Guard Type Secret Book,,4,,0.473995
SP Type Flower,,4,,0.466903
Guard Type Advanced Book,,3,,0.464539
Guard Type Flower,,4,,0.460993
Voltage Type Secret Book,,4,,0.454492
Skill Type Bud,,3,,0.449764
Voltage Type Flower,,4,,0.445035
Skill Type Flower,,4,,0.441489
SP Type Advanced Book,,3,,0.439125
Skill Type Advanced Book,,3,,0.421395
