name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.497717
Yellow Macaron ★1,,1,,5.305936
Purple Macaron ★2,,2,,3.410307
Yellow Macaron ★2,,2,,3.257665
Gold Macaron ★1,,1,,3.243314
Silver Macaron ★1,,1,,3.132420
School Idol Badge,,1,,2.589693
Silver Macaron ★2,,2,,2.383562
Gold Macaron ★2,,2,,1.954338
Purple Macaron ★3,,3,,1.854534
Yellow Macaron ★3,,3,,1.678408
SP Type Beginner Book,,1,,1.388780
Skill Type Beginner Book,,1,,1.365297
Guard Type Beginner Book,,1,,1.362035
Voltage Type Beginner Book,,1,,1.360078
Gold Macaron ★3,,3,,0.879974
Silver Macaron ★3,,3,,0.824527
SP Type Intermediate Book,,2,,0.568167
Voltage Type Intermediate Book,,2,,0.555773
Skill Type Intermediate Book,,2,,0.514677
Voltage Type Secret Book,,4,,0.504892
Guard Type Secret Book,,4,,0.482061
Guard Type Intermediate Book,,2,,0.481409
Voltage Type Advanced Book,,3,,0.470972
SP Type Secret Book,,4,,0.462492
Skill Type Secret Book,,4,,0.460535
Guard Type Advanced Book,,3,,0.456621
Skill Type Advanced Book,,3,,0.445532
SP Type Advanced Book,,3,,0.441618
