name,id,rarity,sum,expectation
,,1,,"18,371.244635"
Gold Macaron ★1,,1,,3.122318
Silver Macaron ★1,,1,,2.977825
School Idol Badge,,1,,2.586552
Silver Macaron ★2,,2,,2.427754
Gold Macaron ★2,,2,,2.022175
Guard Type Beginner Book,,1,,1.437768
SP Type Beginner Book,,1,,1.382690
Skill Type Beginner Book,,1,,1.290415
Voltage Type Beginner Book,,1,,1.269671
Gold Macaron ★3,,3,,0.828326
Silver Macaron ★3,,3,,0.798999
Voltage Type Intermediate Book,,2,,0.554363
Guard Type Secret Book,,4,,0.539342
Voltage Type Advanced Book,,3,,0.537196
Guard Type Intermediate Book,,2,,0.527897
SP Type Intermediate Book,,2,,0.521459
Skill Type Intermediate Book,,2,,0.505007
SP Type Secret Book,,4,,0.495708
Skill Type Advanced Book,,3,,0.489986
SP Type Advanced Book,,3,,0.447783
Skill Type Secret Book,,4,,0.447067
Guard Type Advanced Book,,3,,0.437768
Voltage Type Secret Book,,4,,0.414878
