name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.507521
Yellow Macaron ★1,,1,,5.064094
Yellow Macaron ★2,,2,,3.230870
Purple Macaron ★2,,2,,3.194245
Skill Type Seed,,2,,2.761936
SP Type Seed,,1,,2.746893
School Idol Badge,,1,,2.731197
Voltage Type Seed,,1,,2.690647
Guard Type Seed,,1,,2.586004
Yellow Macaron ★3,,3,,1.914323
Purple Macaron ★3,,3,,1.784173
Voltage Type Sprout,,2,,1.112492
SP Type Sprout,,2,,1.086985
Skill Type Sprout,,2,,1.081753
SP Type Bud,,3,,1.005232
SP Type Flower,,4,,0.981033
Voltage Type Bud,,3,,0.965991
Guard Type Sprout,,2,,0.954218
Voltage Type Flower,,4,,0.952910
Guard Type Flower,,4,,0.951602
Skill Type Bud,,3,,0.940484
Skill Type Flower,,4,,0.937868
Guard Type Bud,,3,,0.854807
