name,id,rarity,sum,expectation
Purple Macaron ★1,,1,,5.375433
Yellow Macaron ★1,,1,,5.207036
Purple Macaron ★2,,2,,3.453287
Yellow Macaron ★2,,2,,3.307958
Gold Macaron ★1,,1,,3.141869
Silver Macaron ★1,,1,,3.046136
School Idol Badge,,1,,2.648212
Silver Macaron ★2,,2,,2.502884
Gold Macaron ★2,,2,,1.934256
Purple Macaron ★3,,3,,1.761246
Yellow Macaron ★3,,3,,1.725490
SP Type Seed,,1,,1.396770
Skill Type Seed,,2,,1.377739
Guard Type Seed,,1,,1.316032
Voltage Type Seed,,1,,1.264129
Gold Macaron ★3,,3,,0.847751
Silver Macaron ★3,,3,,0.777393
Guard Type Sprout,,2,,0.564014
SP Type Sprout,,2,,0.543253
Voltage Type Sprout,,2,,0.535755
Skill Type Bud,,3,,0.532295
Skill Type Sprout,,2,,0.524798
Voltage Type Flower,,4,,0.506344
SP Type Bud,,3,,0.489043
Guard Type Flower,,4,,0.470012
Guard Type Bud,,3,,0.465398
Voltage Type Bud,,3,,0.460784
SP Type Flower,,4,,0.459631
Skill Type Flower,,4,,0.441176
