name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,11.000000
Red Macaron ★1,,1,,10.551747
Red Macaron ★2,,2,,6.623656
Blue Macaron ★2,,2,,6.461022
Blue Macaron ★3,,3,,3.614919
Red Macaron ★3,,3,,3.447581
School Idol Badge,,1,,2.572581
Skill Type Seed,,2,,1.344086
Guard Type Seed,,1,,1.331317
SP Type Seed,,1,,1.310484
Voltage Type Seed,,1,,1.272849
SP Type Sprout,,2,,0.592070
Voltage Type Sprout,,2,,0.572581
Skill Type Sprout,,2,,0.530242
Guard Type Flower,,4,,0.522177
Guard Type Sprout,,2,,0.508737
SP Type Bud,,3,,0.508065
SP Type Flower,,4,,0.479167
Skill Type Bud,,3,,0.467742
Voltage Type Bud,,3,,0.466398
Voltage Type Flower,,4,,0.453629
Skill Type Flower,,4,,0.452957
Guard Type Bud,,3,,0.426075
