name,id,rarity,sum,expectation
Blue Macaron ★1,,1,,10.940920
Red Macaron ★1,,1,,10.538557
Red Macaron ★2,,2,,6.560945
Blue Macaron ★2,,2,,6.525498
Red Macaron ★3,,3,,3.572139
Blue Macaron ★3,,3,,3.424751
School Idol Badge,,1,,2.696517
Guard Type Seed,,1,,1.363806
Voltage Type Seed,,1,,1.351990
SP Type Seed,,1,,1.322761
Skill Type Seed,,2,,1.297886
Guard Type Sprout,,2,,0.577114
SP Type Sprout,,2,,0.570274
Skill Type Sprout,,2,,0.565299
Voltage Type Sprout,,2,,0.542289
Skill Type Bud,,3,,0.485075
Voltage Type Bud,,3,,0.483831
Guard Type Bud,,3,,0.473881
Skill Type Flower,,4,,0.465796
Voltage Type Flower,,4,,0.453358
SP Type Flower,,4,,0.434701
Guard Type Flower,,4,,0.434080
SP Type Bud,,3,,0.413557
