name,id,rarity,sum,expectation
Green Macaron ★1,,1,,5.503205
Purple Macaron ★1,,1,,5.429487
Yellow Macaron ★1,,1,,5.428205
Pink Macaron ★1,,1,,5.340385
Pink Macaron ★2,,2,,3.362821
Yellow Macaron ★2,,2,,3.294872
Purple Macaron ★2,,2,,3.286538
Green Macaron ★2,,2,,3.273718
Gold Macaron ★1,,1,,3.123077
Silver Macaron ★1,,1,,3.007051
School Idol Badge,,1,,2.688462
Silver Macaron ★2,,2,,2.462821
Gold Macaron ★2,,2,,2.048718
Purple Macaron ★3,,3,,1.771154
Pink Macaron ★3,,3,,1.753846
Yellow Macaron ★3,,3,,1.730769
Green Macaron ★3,,3,,1.668590
Silver Macaron ★3,,3,,0.867949
Gold Macaron ★3,,3,,0.834615
